Protein_id	Protein_description	Gene_name	hrp_1	hrp_2	h2o2_1	h2o2_2	t4_1	t4_2	t5_1	t5_2
Q9VNE0	Uncharacterized protein, isoform A	CG2926;CG2926-RA;Dmel\CG2926	6.7774	6.6514	6.7618	6.7754	5.0201	5.2286	6.4464	6.635
M9PCE8;Q9VLJ6	Angiotensin-converting enzyme;Angiotensin-converting enzyme-related protein	Acer	6.3087	6.2684	6.3496	6.3138	6.1469	6.2763	6.3642	6.2658
A2VEI2;A2VEI2-2	Calcium uptake protein 1 homolog, mitochondrial;Calcium uptake protein 1 homolog, mitochondrial, Isoform A	MICU1	6.2649	6.2759	6.3951	6.3441	6.3278	6.3362	6.2238	6.1232
Q7K3Z2	GH01773p	Tsp42Ej	6.1877	6.3229	6.2982	6.313	6.2587	6.2779	6.3509	6.2816
Q9VSL9	Butyryl-CoA dehydrogenase	Dmel\CG6638	5.918	6.1897	6.4938	6.409	6.2395	6.2342	6.4543	6.3455
B6IDN4;P18431-4	FI05468p;Protein kinase shaggy, Isoform G	gskt;sgg;sgg-RD;sgg-RG	6.1663	6.3119	6.3663	6.4119	6.3893	6.4367	6.0442	6.1517
C7LAB3;D0IQD2;Q9W3X7	RE31024p (Fragment);RE10478p (Fragment);NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	CG3192-RB;ND-ASHI	6.2398	6.4508	5.4479	6.4355	6.4526	6.5106	6.4655	6.2753
Q9W3X8	RH42690p	Dmel\CG3198	6.5454	6.1086	6.2884	6.1615	6.1388	6.1443	6.4076	6.4801
B7Z145;E1JJM6;M9NF26;M9PJK5;Q9VYN8;Q9VYN8-2	Tenascin accessory, isoform E;Tenascin accessory, isoform G;Tenascin accessory, isoform L;Tenascin accessory, isoform K;Teneurin-a;Teneurin-a, Isoform 2	Ten-a	6.2075	6.3612	6.0128	6.2419	6.3641	6.3925	6.2954	6.3966
Q8SXF3;Q95S50;Q9W403	RH38929p;GM08802p;LD24968p	CG3847;Dmel\CG3847	5.8408	6.1512	6.3713	6.276	6.6516	6.7123	6.2364	6.0304
Q8T0F5;Q9N675	LD06023 isoform;Zyx102 protein	Zyx	6.3507	6.1909	6.1739	6.1758	6.266	6.2547	6.4294	6.4274
Q9VV72	Multiple inositol polyphosphate phosphatase 1	Mipp1	6.7422	6.2367	5.9864	6.1295	6.4225	6.4469	6.1907	6.1126
Q95SH0	GH26463p	Pask	6.7242	6.2644	6.3023	6.1941	6.0502	6.0563	6.561	6.1124
E1JIE5;Q9VS49	Uncharacterized protein, isoform B;GEO05642p1	wrm1	6.5199	6.0733	6.1511	6.0372	6.3567	6.3055	6.4446	6.3738
M9PF68;P46867	Kinesin-like protein;Kinesin-like protein Klp68D	Klp68D	6.1622	6.1065	6.2295	6.2149	6.2736	6.3132	6.557	6.404
A0A0B4K851;A0A126GUM4;C4IY22;Q4Z8K6;Q4Z8K6-2	Ran-binding protein M, isoform E;Ran-binding protein M, isoform G;RH09117p;Ran-binding proteins 9/10 homolog;Ran-binding proteins 9/10 homolog, Isoform A	CG42236-RD;RanBPM;RanBPM-RC	6.5648	6.2343	6.2332	6.2579	6.0859	6.1206	6.3747	6.377
Q94545;Q94545-2	Set1/Ash2 histone methyltransferase complex subunit ASH2;Set1/Ash2 histone methyltransferase complex subunit ASH2, Isoform B	ash2	6.1428	6.1706	6.3262	6.3257	6.2922	6.3458	6.2882	6.3528
Q8MRE6	Defective proboscis extension response 11, isoform B	dpr11	6.4941	6.2029	6.0883	5.9798	6.3885	6.4256	6.2798	6.3686
Q3ZAN1	Golgi pH regulator	GPHR	6.3057	6.3257	6.3823	6.2468	6.1087	6.189	6.3376	6.3307
B8A417;Q9I7L8	RE62467p (Fragment);Cell division cycle 23, isoform A	Cdc23;cdc23-RA;CG31687-PA;CG31688-RC	6.1754	6.4185	6.3867	6.3833	6.2597	6.2913	6.1517	6.1595
P05205	Heterochromatin protein 1	Su(var)205	6.6197	6.1963	6.1554	6.2012	6.3662	6.2514	6.2147	6.2202
A1ZAX6;A1ZAX8;Q8MT61	FI02012p;Hermansky-Pudlak syndrome 4, isoform A;RE07883p	HPS4	6.2848	5.7144	5.6907	6.2175	6.7814	6.8042	6.3857	6.3399
Q9VNH6;U3PXA7	Exocyst complex component 4;Exocyst complex component Sec8	Sec8;sec8-RA	6.1994	6.2659	6.3654	6.3244	6.2626	6.2753	6.1911	6.3308
Q9VXK9	RH04127p	Dmel\CG9170	6.494	6.1907	6.0798	6.216	6.1696	6.2062	6.4524	6.4015
A1ZAK3;A1ZAK4;O96829;Q8IFW6;Q8T0D3	Dek, isoform C;Dek, isoform A;EG:EG0003.6 protein;DEK protein;Dek, isoform B	Dek	6.3945	6.2306	6.3424	6.1879	6.275	6.2326	6.372	6.1723
A0A0B4KEM5;E1JH51;H6QXJ5;H6QXJ6;H6QXJ7;H6QXJ8;H6QXK0;H6QXK1;P25172	Suppressor of zeste 2, isoform C;Suppressor 2 of zeste h29;Suppressor 2 of zeste s15;Suppressor 2 of zeste s20;Suppressor 2 of zeste s21;Suppressor 2 of zeste s36;Suppressor 2 of zeste sM;Suppressor 2 of zeste D-e26;Protein suppressor 2 of zeste	;Su(z)2;Su(z)2-1;Su(z)2-1b7;Su(z)2-s15;Su(z)2-s20;Su(z)2-s21;Su(z)2-s36;Su(z)2-sM;Su(z)2D-e26;Su(z)2D-eos;Su(z)3-1	6.3431	6.2963	5.6101	6.2049	6.3082	6.3334	6.4503	6.6575
Q9VF14	Poly(U)-specific endoribonuclease	CG31292-RA;EndoU	6.4212	5.74	5.6088	6.2421	6.6742	6.621	6.521	6.3745
Q9VEC5	Importin-13	cdm	6.05	6.3711	6.4482	6.2784	6.3139	6.3188	6.199	6.2165
A8JNJ9;M9PBM2;M9PE05;M9PH77;Q8MSX1;Q8MSX1-2;Q8MSX1-3	Encore, isoform E;Encore, isoform G;Encore, isoform H;Encore, isoform F;Protein encore;Protein encore, Isoform 2;Protein encore, Isoform A	enc	6.2841	6.1492	6.1935	6.2876	6.288	6.2997	6.3596	6.3187
Q5U1D1;Q8IH29;Q95RX7;Q9V9X7	Polyribonucleotide nucleotidyltransferase;Polyribonucleotide nucleotidyltransferase (Fragment);Polyribonucleotide nucleotidyltransferase;Polyribonucleotide nucleotidyltransferase	PNPase	6.3645	6.09	6.297	6.2946	6.221	6.2087	6.2978	6.4028
A0A0B4LF73;A0A0B4LFE7;A0A0B4LGJ2;A8DYE2;A8DYE2-2;A8DYE2-3;A8DYE2-4;B7YZH3;B7YZH4	Transient receptor potential cation channel, subfamily M, isoform J;Transient receptor potential cation channel, subfamily M, isoform I;Transient receptor potential cation channel, subfamily M, isoform H;Transient receptor potential cation channel trpm;Transient receptor potential cation channel trpm, Isoform B;Transient receptor potential cation channel trpm, Isoform C;Transient receptor potential cation channel trpm, Isoform D;Transient receptor potential cation channel, subfamily M, isoform G;Transient receptor potential cation channel, subfamily M, isoform A	Trpm	6.1341	6.3364	6.3023	6.2903	6.2982	6.2865	6.2557	6.2722
Q1EBY0;Q1EC44;Q8T8S4;Q9VDE2	IP15522p;IP02096p (Fragment);AT31109p;Uncharacterized protein, isoform B	;CG5793;Dmel\CG5793	6.0588	6.3633	6.4186	6.4035	6.3052	6.3179	6.2176	6.073
Q9VG00	Cytochrome c oxidase assembly protein COX20, mitochondrial	l(3)87Df	5.7273	6.247	6.4124	6.5415	6.4351	6.4071	6.15	6.2338
A0A0B4LID7;Q960M5;Q9VDS7	Uncharacterized protein, isoform C;LD45279p;LD11650p	ClpX	6.5291	6.2501	6.192	6.3441	6.1692	6.172	6.2536	6.2438
Q9VYX2	LD18373p	b	6.0753	6.269	6.2174	6.4034	6.2677	6.2599	6.2675	6.3937
Q8T8Q5;Q9W1R3	SD05887p;Golgin-245	Golgin245	6.5612	6.2588	6.1759	6.193	6.2312	6.2339	6.195	6.2991
A0A0C4FEI3;A9UN09;G4LU08;Q9VDV0	Uncharacterized protein, isoform F;AT06867p;MIP10313p1 (Fragment);Uncharacterized protein, isoform A	CG6184;CG6184-RA;Dmel\CG6184	6.2913	6.2055	6.2168	6.343	6.1646	6.2217	6.3298	6.3705
E3CTR0	RT10314p (Fragment)	CG15658-RA;Lapsyn	6.5157	6.2986	6.1965	6.294	6.141	6.12	6.2175	6.3571
Q6NR70;Q9NGK5	Neuroligin;FI21425p1	Nlg2	6.0571	6.3004	6.2901	6.3784	6.3312	6.3967	6.2072	6.1779
A0A4D6K3L8;Q95TG1;Q9VVA1	Uncharacterized protein, isoform C;SD08430p;FI21241p1	CG9706;Dmel\CG9706	6.3798	6.2991	6.1687	6.282	6.0975	6.084	6.3746	6.4418
Q960B9;Q9VPB7	SD08128p;FI17508p1	Pcif1	5.8929	6.2186	6.3202	6.211	6.2935	6.2762	6.4683	6.4465
F3YDK4;Q8IMC4;Q95RR6;Q9V4D9	Purine-rich binding protein-alpha, isoform G;Purine-rich binding protein-alpha, isoform D;LD15002p;Purine-rich binding protein-alpha, isoform B	Pur-alpha	6.469	6.1399	6.2734	6.2147	6.1959	6.2571	6.3282	6.2457
Q8IGV3;Q8T0D6	RE23632p;LD09836p	CG12746;WUN-like	6.3382	6.2651	6.1681	6.2707	6.2184	6.2454	6.2401	6.3741
Q9V3F9	BcDNA.LD28120	out	NaN	6.2975	6.3438	6.2954	6.1937	6.3079	6.1504	NaN
Q9VZG8	RT03134p	Teh3	6.2936	6.2709	6.3016	6.2809	6.3786	6.4178	6.206	5.9634
Q4QQ70	IP09819p	Dmel\CG15602	6.7194	6.134	6.1133	6.159	6.1363	6.1049	6.3257	6.4187
M9PFM1;M9PFS3;Q9VUV4	Sugar-free frosting, isoform C;Sugar-free frosting, isoform B;Sugar-free frosting, isoform A	sff	6.2287	6.2703	6.1507	6.3067	6.1618	6.2312	6.4349	6.3249
Q8T3P8;Q9V3D9	Signal recognition particle 54 kDa protein;Signal recognition particle 54 kDa protein	Srp54k	6.3751	6.2502	6.2668	6.2814	6.2303	6.2525	6.1811	6.2693
Q9VR30	RE58324p	anon-WO02059370.23	5.994	6.1752	6.339	6.1767	6.335	6.3671	6.3405	6.3782
Q5BIE4;Q7JRA7	RE40577p;RH60267p	CT42567;Dmel\CG15096	5.9721	6.4643	6.2903	6.2921	6.2688	6.3506	6.1523	6.3133
Q52KA4;Q9W1H5	GH04763p (Fragment);Decapping protein 1, isoform A	CG11183;DCP1	6.3936	6.1652	6.1519	6.3046	6.2367	6.2154	6.2828	6.3516
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	Dmel\CG10418	6.4474	6.2166	6.1715	6.2904	6.2013	6.2148	6.2042	6.3481
A0A0B4KGW3;Q86P11;Q9VHI9	Uncharacterized protein, isoform B;RE06501p;Uncharacterized protein, isoform A	CG11976;CG11978	6.3025	6.0056	6.1899	6.3477	6.1634	6.2616	6.4895	6.3324
Q9VXQ3	Diphosphomevalonate decarboxylase	Mvd	6.5361	6.2294	6.2721	6.2683	6.2907	6.2943	6.0451	6.1392
H9XVP0;L0MLK7;P28167	Zn finger homeodomain 2, isoform B;Zn finger homeodomain 2, isoform C;Zinc finger protein 2	zfh2;zfh2-RA	6.4795	6.204	6.2126	6.2688	6.0789	6.1929	6.2767	6.3558
Q8IRR5	NAD-dependent protein deacylase Sirt4	Sirt4	6.6675	6.2098	6.1792	6.0958	6.0708	6.0874	6.3586	6.3972
A0A0B4KI69;P32866	G protein-coupled receptor kinase;G protein-coupled receptor kinase 2	Gprk2	5.9827	6.3399	6.3433	6.3345	6.2314	6.2743	6.2338	6.3254
A0A0B4LGV6;Q9VHG5	Insulator binding factor 1, isoform B;Insulator binding factor 1, isoform A	Ibf1	6.3374	6.0764	6.2652	6.2606	6.2357	6.252	6.2426	6.3939
A0A0B4KFB8	Uncharacterized protein, isoform C	CG15187;CG31367;CG31367-RA;CG33097	6.4537	6.1655	6.1967	6.0899	6.1962	6.1893	6.3134	6.4583
Q9VCX4	Ribosome-releasing factor 2, mitochondrial	CG31159-RA;mRRF2	6.2752	6.1818	6.2147	6.2532	6.2055	6.2461	6.3486	6.3307
Q9VLP5	LD42916p	Dmel\CG7806	6.3068	6.2736	6.3343	6.284	6.2529	6.2558	6.0745	6.2715
A1ZBL9	Non-specific serine/threonine protein kinase	KP78a;par-1	6.0908	6.0432	6.0123	6.2426	6.4466	6.3762	6.4423	6.3915
Q9VIN9	28S ribosomal protein S18-2, mitochondrial	mRpS18B	6.4899	6.2142	6.283	6.2232	6.1494	6.1094	6.1938	6.3817
Q9VF20	Heavy metal tolerance factor 1	Hmt-1;Mdr50	6.2919	6.1969	6.3341	6.3025	6.1026	6.0938	6.2817	6.4398
Q6WV17;Q6WV17-2	Polypeptide N-acetylgalactosaminyltransferase 5;Polypeptide N-acetylgalactosaminyltransferase 5, Isoform B	Pgant5	6.0826	6.3887	6.2265	6.2005	6.2602	6.2921	6.3302	6.2613
A0A0B4KFH4;A0A0B4KGE6;P26270	Regulatory particle non-ATPase 8, isoform B;Regulatory particle non-ATPase 8, isoform C;26S proteasome non-ATPase regulatory subunit 7	Rpn8	6.4586	6.2581	6.3272	6.2456	5.9826	6.0146	6.303	6.4523
A1ZAS3;Q8MQK4	Uridine kinase;Uridine kinase	l(2)k01209	6.1245	6.3555	6.2494	6.3762	6.2244	6.194	6.3709	6.142
A0A0B4KI38;Q9V9X4	Methylthioribose-1-phosphate isomerase;Methylthioribose-1-phosphate isomerase	CG11334;Dmel\CG11334	6.1898	6.1747	6.3448	6.2444	6.2499	6.2764	6.2159	6.3391
Q7JWD6;Q7KYI0	Elongin-C;Elongin-C (Fragment)	EloC	6.4689	6.18	6.3294	6.206	6.0872	6.074	6.3306	6.3586
Q9VYS3;X2JBC1	Regulator of nonsense transcripts 1 homolog;Upf1 RNA helicase, isoform B	Upf1	6.169	6.3446	6.3299	6.225	6.2743	6.2825	6.1821	6.2251
A0A0S0WMT8;A4IJ48;M9PFL7;Q8I943;Q8IQS9;Q8MTX9	Allatostatin C receptor 2, isoform F;IP03254p (Fragment);Allatostatin C receptor 2, isoform D;Somatostatin receptor;Allatostatin C receptor 2, isoform B;Allatostatin C/drostatin C receptor 1	AlCR2;AstC-R2	6.3677	6.1494	6.2045	6.2051	6.1435	6.2091	6.3698	6.3785
E4NKJ9;M9PEA6;O76927;O76927-2	40S ribosomal protein S21 (Fragment);40S ribosomal protein S21;40S ribosomal protein S21;40S ribosomal protein S21, Isoform E	oho23B-RE;RpS21	6.5493	6.1559	6.3328	6.2243	6.2184	6.1975	6.174	6.1722
Q8SWY7;Q9VI57	RH63365p;Dephospho-CoA kinase	Dpck	6.1781	6.3135	6.2408	6.2393	6.2619	6.2612	6.1916	6.337
A0A0C4DHE8;I7CP40;Q8IH91;Q8IHD2;Q9VH69	40S ribosomal protein S29;40S ribosomal protein S29 (Fragment);40S ribosomal protein S29;AT13329p (Fragment);40S ribosomal protein S29	RpS29;RpS29-RA	6.2786	6.2237	6.2472	6.2814	6.2527	6.2467	6.1914	6.2863
Q9VV36	Retinin	retinin	6.8103	6.0743	6.0635	5.9494	6.3319	6.0777	6.1914	6.505
Q9V434	Asparagine--tRNA ligase	AsnRS	6.2733	6.3321	5.807	6.4312	6.3687	6.4264	6.1306	6.2338
Q9VD52	LD21931p	CDC40	6.356	6.231	6.3121	6.3559	6.1337	6.1648	6.213	6.2302
Q8IML6	Pyruvate dehydrogenase E1 component subunit beta	Pdhb	6.3321	6.4884	6.3223	6.3685	6.2273	6.2937	5.983	5.9759
M9PBM1;Q94535	U2 small nuclear riboprotein auxiliary factor 38, isoform B;Splicing factor U2af 38 kDa subunit	U2af38	6.5546	6.1269	6.1709	6.0118	6.2859	6.3056	6.274	6.2542
O61444;Q7KPK6;Q7KPX5	MAP kinase kinase 4, isoform A;JNK kinase 2;MAP kinase kinase 4	Mkk4	6.9025	6.9024	6.9279	6.9863	5.1622	4.9298	5.9017	6.2704
B7Z0Q4	Uncharacterized protein, isoform B	;CG14539;CG31090;CG8966	6.2007	6.2511	6.2711	6.2678	6.2678	6.3041	6.16	6.2604
A0A0B4KFB5;Q7K3G2	Uncharacterized protein, isoform C;LD29875p	Dmel\CG5742	6.2251	6.1855	6.2394	6.2488	6.2073	6.2202	6.3605	6.2959
D2NUH5;E0R979;Q9VZZ4	Peroxidase;Peroxidase (Fragment);Peroxidasin	Pxn;Pxn-RD;Pxn-RE	6.6424	6.3674	6.2523	6.1693	6.0418	6.0324	6.243	6.2205
Q9VYQ9	LD24662p	CG1796;Tango4	5.8859	6.2987	6.287	6.2734	6.3754	6.4216	6.2318	6.19
Q9VW66	Uncharacterized protein, isoform A	BcDNA:RH69723;Dmel\CG7646	6.5316	6.0116	4.7324	6.0054	6.7216	6.8004	6.3353	6.8254
A0A6F7U5U6;G4LU41	Polychaetoid, isoform P;MIP30509p1	pyd;pyd-RH	6.3342	6.1189	6.1999	6.1787	6.2168	6.2003	6.3112	6.3978
M9PFE4;Q9VUW9	Palmitoyltransferase;Palmitoyltransferase Hip14	Hip14	6.1883	6.3021	6.3261	6.3131	6.2395	6.2352	6.158	6.1938
M9PJJ5;Q9VYS9	Uncharacterized protein;IP10506p	CG10352;Dmel\CG10352	6.2402	6.1106	6.1911	6.1146	6.1441	6.217	6.4686	6.4697
O16158	Calcium-binding protein	Scp2	6.3311	6.0404	6.207	6.0243	6.3091	6.3349	6.3138	6.3915
M9MRU9;M9MRZ7;M9PE38	Shaker cognate b, isoform H;Shaker cognate b, isoform M;Shaker cognate b, isoform I	Shab	6.3108	6.1288	6.2456	6.1702	6.1388	6.2511	6.3807	6.3169
Q9VT15	GH14734p	Dmel\CG3088	6.034	6.3311	6.2178	6.4604	6.0252	6.4449	6.1658	6.258
C8AXY1;C8AXY2;C8AXY5;C8AXY8;Q7JRC3	Epoxide hydrolase;Epoxide hydrolase;Epoxide hydrolase;Epoxide hydrolase;Epoxide hydrolase	Jheh1;Jheh2	6.1796	6.1101	6.2249	6.1311	6.2638	6.35	6.3138	6.3591
P04146;P04146-2	Copia protein;Copia protein, Isoform Short	GIP	6.4236	6.1878	6.2279	6.1825	6.1877	6.2406	6.2605	6.221
Q9W2E8	Complex I-B12	ND-B12	6.5243	5.9904	6.2745	6.1921	6.1279	6.1887	6.2583	6.3754
Q9VSR7	Valyl-tRNA synthetase	ValRS-m	5.7376	6.2964	6.2631	6.4004	6.3411	6.3858	6.2395	6.2676
Q9VSC9	FI19480p1	CG7565;Dmel\CG7565	6.2635	6.3866	5.5261	6.2272	6.4504	6.4446	6.2435	6.389
E8NHA2;Q9W0H2	HECT and RLD domain containing E3 ubiquitin ligase 4, isoform C;HECT and RLD domain containing E3 ubiquitin ligase 4, isoform A	Herc4	6.2666	6.2785	6.2409	6.236	6.0954	6.1268	6.2742	6.4094
Q95RG8	G protein-coupled receptor kinase interacting ArfGAP	Git	NaN	6.2129	6.1967	6.0451	6.4037	6.3713	NaN	6.2102
Q7KRS9;Q8IMG3	GH01331p;Uncharacterized protein, isoform B	Dmel\CG1815	6.3508	6.0908	5.9891	6.1847	6.3415	6.3481	6.3505	6.2613
O16129	Probable phenylalanine--tRNA ligase, mitochondrial	PheRS-m	6.2466	6.2807	6.3037	6.2479	6.1166	6.1764	6.3406	6.1975
Q9VL18	Probable elongation factor 1-delta	eEF1delta	6.4955	6.0888	6.1106	6.1108	6.1698	6.1787	6.3998	6.3528
Q9VYU9	RH17287p	Dmel\CG9360	6.5212	6.1573	6.256	6.1257	6.1191	6.1961	6.2731	6.2495
Q9VBN7;Q9VBN7-2	S-adenosylmethionine mitochondrial carrier protein homolog;S-adenosylmethionine mitochondrial carrier protein homolog, Isoform 2	CG4743	NaN	6.432	6.2932	6.4073	6.4229	6.4699	5.754	5.8777
Q7K3B7	2-hydroxyacyl-CoA lyase	Hacl	6.3437	6.3362	6.2082	6.257	6.1198	6.1097	6.3019	6.2108
A1ZA73	Stretchin-Mlck, isoform R	Strn-Mlck	6.4529	6.1917	6.0954	6.0542	6.1431	6.3886	6.3454	6.2131
Q0KIB0;Q0KIB1	Sidestep III, isoform O;Sidestep III, isoform P	;side-III	6.3849	6.0777	6.0573	5.9684	6.3512	6.3636	6.2991	6.3818
F6JQ92;F6JQ95;F6JQ98;F6JQA2;F6JQA6;F6JQA7;O77277	CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);CG3024 (Fragment);Torsin-like protein	CG3024;Torsin	6.346	5.7278	5.6573	6.1676	6.6162	6.6715	6.3903	6.3024
Q8IMK7;Q961C5;Q9VAK1	Alphabet, isoform B;Alphabet, isoform E;Alphabet, isoform A	alph	6.3318	6.2355	6.2371	6.1514	6.144	6.1766	6.2431	6.3527
C6TP28;Q9VPN1	LP02874p (Fragment);Uncharacterized protein, isoform A	CG3625-RA;Dmel\CG3625	6.0352	6.5529	6.3522	6.2531	6.3527	6.3713	6.2126	5.7404
Q9VT00	Jumonji, AT rich interactive domain 2	Jarid2	6.2645	6.1752	5.9918	6.2716	6.2432	6.2619	6.307	6.3551
Q9VTE1	Immediate early response 3-interacting protein 1	Dmel\CG32069	6.1197	6.3194	6.2846	6.2904	6.2867	6.32	6.0485	6.1961
Q8T8U5;Q9VSR8;T1W043	AT29464p (Fragment);Amino_oxidase domain-containing protein;FI24493p1 (Fragment)	CG5653;CG5653-RA;Dmel\CG5653	6.1997	6.4511	6.1521	6.2921	6.2877	6.1897	6.1614	6.1199
Q9W1C8	LD24355p	Dmel\CG3163	6.5851	6.0892	5.9741	6.2039	6.2066	6.2581		6.3048
Q0KI85	Sidestep VI, isoform B	;CG34114-RB;CG34114-RC;CG4695;side-VI	6.7056	6.5523	5.2674	6.5325	5.9665	6.158	6.2536	6.4131
Q4V5M1;Q9VY48	IP07725p (Fragment);Mitochondrial ribosomal protein L38	;mRpL38	6.2809	6.1655	6.2977	6.165	6.2011	6.2668	6.1868	6.2834
A0A0B4LFJ1;Q23997	Imaginal disc growth factor 6, isoform B;Imaginal disk growth factor 6	Idgf6	6.4933	6.204	6.3491	6.2049	6.2164	6.1157	6.1008	6.1557
O96046;Q9VDF4	Cortactin;Cortactin, isoform A	Cortactin	6.5874	6.1385	6.2483	6.168	6.1721	6.1621	6.1004	6.2573
Q9VPL3	39S ribosomal protein L10, mitochondrial	mRpL10	6.0241	6.1739	6.2357	6.2906	6.2667	6.2909	6.3376	6.2095
B3DMK8;E1JJS1;Q8SZE4;Q9VRA4	FI02803p (Fragment);Glutathione S transferase T3, isoform B;RE03226p;Glutathione S transferase T3, isoform A	CG1702;CG1702-RA;GstT3	6.211	6.3818	6.3145	6.3652	6.1775	6.2132	6.0829	6.0809
Q9VZQ1;Q9VZQ1-2	YTH domain-containing protein 1;YTH domain-containing protein 1, Isoform B	Ythdc1	5.7344	6.3762	6.3918	6.3919	6.4095	6.4552	6.0641	5.9998
Q9VU45	LD27581p	Syx13	6.4108	6.0382	6.078	6.0866	6.2255	6.22	6.3679	6.3952
Q7K519	GH16429p	RagC-D	6.1825	6.2133	6.2296	6.3812	6.2351	6.2475	6.2595	6.0678
Q8T9J3;Q9VPC4	GM08106p;VWFC domain-containing protein	CG13252;Dmel\CG13252	6.7371	6.1099	5.7253	5.9186	6.3843	6.3987	6.1952	6.3423
O18415;Q9VM62	Nuclear protein SA;LD34181p	SA	6.3358	6.2042	6.2022	6.142	6.1761	6.2004	6.2021	6.3433
Q9VAN0	Probable phosphoserine aminotransferase	CG11899	6.3764	6.2504	6.1598	6.2057	6.1454	6.1417	6.3099	6.2157
Q9VSA9	CG7409	Dmel\CG7409	6.3663	6.0755	6.2348	6.1181	6.2782	6.2079	6.2619	6.2578
A0A0B4KFY4;F3YDF1;F3YDF1-2	YME1 like ATPase, isoform D;ATP-dependent zinc metalloprotease YME1L;ATP-dependent zinc metalloprotease YME1L, Isoform B	YME1L	6.3686	6.0793	6.1726	6.044	6.1491	6.1817	6.4179	6.3864
A8JQV2	Nuclear protein MDM1	Dmel\CG17816	6.2846	6.0666	6.3621	6.1132	6.1689	6.2456	6.1185	6.4399
Q494H0;Q6NL87;Q8I0D4;Q8MQM4;Q9VFR2	RE64894p;RE64616p;RE20510p;RH42893p;FI18807p1	CG9297;Dmel\CG9297	6.5249	6.2123	6.3501	6.4314	6.1388	6.0828	6.026	6.0292
A0A499NPJ3;M9NEI3;M9NGG3;M9PH69;Q9VXV8	Cyclic nucleotide-gated ion channel-like, isoform K;Cyclic nucleotide-gated ion channel-like, isoform E;Cyclic nucleotide-gated ion channel-like, isoform D;Cyclic nucleotide-gated ion channel-like, isoform I;Cyclic nucleotide-gated ion channel-like, isoform J	Cngl	6.2065	6.1295	6.3617	6.2039	6.1084	6.1333	6.2954	6.3543
A9UN70;A9UN84;Q95TY9;Q9VMF1	Transmembrane protein 231 (Fragment);IP22166p;GH20717p;Uncharacterized protein, isoform A	CG9497;Dmel\CG9497	6.3064	6.081	6.261	6.2836	6.0947	6.0947	6.3356	6.3295
Q8IQG9;Q9VTV3	Adenylate kinase 1, isoform B;AT17975p	Ak1	6.3605	6.0536	6.4642	6.2339	6.0595	6.0075	6.1826	6.4177
A8DYT2;A8DYT3;M9PE16;Q9VQ67	Uncharacterized protein, isoform F;Uncharacterized protein, isoform E;Uncharacterized protein, isoform H;Uncharacterized protein, isoform D	CG4238;Dmel\CG4238	6.1762	6.3447	5.3501	6.4141	6.3604	6.3278	6.3121	6.4862
Q9V8R9-4	Protein 4.1 homolog, Isoform 4	cora	6.3133	6.0702	6.0597	6.1439	6.203	6.2245	6.3361	6.4194
Q9VL06	E3 ubiquitin-protein ligase Ufd4	Ufd4	6.2071	6.233	6.2564	6.1907	6.1913	6.2093	6.2486	6.2329
Q8MKK1;Q8MTU4	AaRS-interacting multifunctional protein 3;RH48588p (Fragment)	AIMP3	6.087	6.2906	6.2282	6.2647	6.2949	6.2807	6.2071	6.1131
O44226	Elongin B	EloB	6.4485	6.1222	6.165	6.2752	6.1651	6.1074	6.1808	6.3004
E2QD64;Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase;Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	NO66	6.1325	6.2153	6.2171	6.3032	6.2533	6.2709	6.147	6.2237
M9ND06;M9NDD0;Q9VQ37	Replication in mitochondria 2, isoform C;Replication in mitochondria 2, isoform D;Mitochondrial carrier protein Rim2	Rim2	6.3452	6.2048	6.302	6.2453	5.9484	6.0261	6.4566	6.2299
Q9W228	RE07815p	Ugt317A1	6.4513	6.3466	5.3546	6.197	6.1948	6.2716	6.8376	6.1032
B5RJH6;Q9W5R5	GH14730p (Fragment);LD47843p	CG17494-RB;Slmap	6.2604	6.1661	6.1287	6.1568	6.2127	6.1484	6.252	6.4315
Q8MZ59;Q9VNX0	AT31843p;Uncharacterized protein, isoform A	CG14562;NP_649372	6.1444	6.2583	6.2418	6.2061	6.1993	6.2475	6.1879	6.2687
C4IXX0;Q1EC26;Q59DZ1	RT02374p (Fragment);IP05642p (Fragment);Sidestep II, isoform A	CG33515-RA;CG42313-RA;HDC02590;side-II	6.4077	6.0854	6.2056	5.9524	6.2614	6.2574	6.2054	6.3778
E8NH07;Q9U6Y9;Q9U6Y9-2	Protein arginine N-methyltransferase (Fragment);Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, Isoform 2	csul;csul-RB	6.2986	6.3188	6.1972	6.2182	6.0818	6.1715	6.2778	6.1891
Q9V3D0	LD33485p	mRpL4	6.2208	6.1432	6.2677	6.2088	6.1507	6.2429	6.2004	6.3166
A1Z9L3	ATP-dependent RNA helicase DHX8	pea	5.9482	6.2926	6.2509	6.2315	6.1047	6.1812	6.4039	6.3351
