Protein_id	Protein_description	hrp_1	h2o2_1	hrp_2	h2o2_2	t4_1	t4_2	t5_1	t5_2
Q9VP25	Est-Q	5.3666	6.3976	6.3051	5.5786	6.0051	6.4852	5.0682	4.8973
Q9VXG4;Q9VXG4-2;Q9VXG4-3	AnxB11	6.2862	6.1455	6.2043	6.1971	6.2781	6.2117	6.1986	6.142
Q95RR6;Q9V4D9	Pur-alpha	6.3916	6.5298	6.3863	6.4971	6.2301	6.2597	6.3057	6.2374
Q9VAY3	mfrn	6.3215	6.235	6.1585	6.2626	6.276	6.2134	6.2531	6.2926
B5RJQ0	Ldh	6.3922	6.389	6.3622	6.337	6.1303	6.3577	6.1869	6.1816
Q9V3H9	Nab2	6.2801	6.4267	6.1709	6.1429	6.0951	6.3929	6.0955	6.0456
Q7K3D4	zda	6.3844	6.4021	6.3201	6.4364	6.3499	6.1341	6.3468	6.2731
Q9VI57	Dpck	6.0765	6.0635	6.0799	5.9412	6.1048	6.3781	6.1061	6.046
Q7K0B6	GstT1	6.3994	6.3593	6.285	6.3517	6.2939	6.1886	6.3072	6.2039
Q8T8L8	Alg10	6.0143	5.9749	5.9363	5.9125	6.0418	6.4394	6.1177	5.9982
Q9V434	AsnRS	6.3846	6.4274	6.3438	6.4624	6.346	6.1343	6.4101	6.3876
A0A0B4K6R7	Calx	6.2494	6.1643	6.099	6.1119	6.0912	6.3889	6.1763	6.1334
Q9VEX6	bor	6.4941	6.4123	6.3946	6.4505	6.2747	6.2049	6.25	6.2052
A0A0B4KG38;A1ZAF5;Q29QV5	Sema2b	6.1161	5.7732	5.9169	5.659	6.291	6.188	6.3219	6.304
A1Z9M0;Q7K2Y2	Dmel\CG18324	6.4487	6.1566	6.297	6.3306	6.409	6.0679	6.4226	6.4479
Q9VL10	Mulk	6.3429	6.2016	6.1709	6.2778	6.3086	6.1673	6.2673	6.1794
Q9VQR8	LeuRS	6.0106	6.2834	6.3229	6.0986	6.1855	6.2896	6.207	6.1102
A0A0B4LFQ7;A1ZAP1	Dmel\CG9646	6.4887	6.396	6.4072	6.3966	6.5578	5.9157	6.5583	6.5674
Q7K0F7	Dmel\CG11200	6.3832	6.3175	6.2635	6.2408	6.2592	6.214	6.3026	6.21
Q8IQW5	dHspB8;HspB8	6.2889	6.4806	6.5666	6.4466	5.9881	6.4842	5.813	6.0745
D5SHN1;Q86BQ3;Q8IGQ3	CG13284-RB;Dmel\CG13284;Dmel\CG31809;Dmel\CG31810	6.213	6.1789	6.1009	6.2399	6.2572	6.215	6.3218	6.2779
O97418	ND-B14.5A	6.4128	6.5575	6.3818	6.4998	6.2823	6.1894	6.3132	6.2948
Q9V8R9-4	cora	6.3441	6.3383	6.1853	6.379	6.3514	6.1177	6.3357	6.3582
Q9W0E1	pns	6.2497	6.1795	6.1051	6.2001	6.2673	6.201	6.169	6.1104
Q7K0Q0	Dmel\CG8321	6.1234	6.0343	5.9574	6.0754	6.1813	6.287	6.2006	6.0514
A0A0B4LID7;Q9VDS7	ClpX	6.2285	6.2959	6.1526	6.3413	6.1204	6.3467	6.113	6.019
Q7JRF1;Q7JY00	Syx6	6.0446	6.2304	6.0202	6.1167	6.062	6.405	6.0296	5.9602
A4V110;Q7JMV3	CaMKI	5.9698	5.9875	6.0631	6.1754	6.2726	6.194	6.1927	6.114
Q8IRJ9;Q9W0U0	Gk1	6.4266	6.5716	6.2286	6.6331	5.8291	6.6365	5.9062	5.9551
Q9V3V9	EndoGI	6.2685	6.2922	6.442	6.2346	6.1912	6.2742	6.1135	6.0257
A0A0B4KH88;Q9VEV4;Q9VEV4-2	ema	6.3289	6.4327	6.2993	6.3741	6.3798	6.0838	6.3363	6.3297
A8JV18;Q9VXE6	Nup153	6.1008	6.2038	6.1473	6.1506	6.1813	6.2821	6.1799	6.0912
Q9VBC4	Dmel\CG6420	5.8235	6.1354	6.2657	5.6106	6.1826	6.2787	6.1303	6.0698
E8NHA2;Q9W0H2	Herc4	6.2188	6.2258	6.2129	6.2605	6.218	6.2431	6.2322	6.1722
Q0E8X8	BcDNA:RE33866	6.3183	6.4505	6.3559	6.459	5.9869	6.4735	6.0707	6.1424
A0A0B4KGN4;Q9VI58	Tailor	6.2889	6.3785	6.2551	6.2948	6.3832	6.0758	6.409	6.1399
L0MLK7;P28167	zfh2	6.3642	6.3425	6.3922	5.9298	6.2438	6.2149	6.221	6.2397
Q8MRQ4	CG8135	6.1116	6.1915	6.2632	5.5397	6.1862	6.2704	6.2081	6.1654
E1JIT6;Q9VCZ3;Q9VCZ3-2	Octbeta1R	6.0649	6.1413	6.1569	6.1558	6.0811	6.3754	6.0706	5.9613
Q9Y1A7	mnd	6.5779	6.3802	6.4362	6.6257	6.6838	5.7715	6.7086	6.7487
Q9VBG1	Dmel\CG6154	6.0638	5.5148	5.9305	5.9668	6.0941	6.3609	6.3209	6.3243
Q27884	PpV	6.1529	6.1791	6.07	6.207	6.2362	6.2176	6.2473	6.1589
A8DZ26;L0MLL1;Q7KQN3;Q8IMA6	anne	6.2227	6.2665	6.0694	6.2849	6.1892	6.2643	6.1813	6.1287
M9NEX3;Q8IRR0;Q8SY77	BcDNA:RH45308;Dmel\CG3566	6.1366	6.4932	6.4188	6.4186	6.1169	6.3365	6.0818	6.0767
A1ZAX0	CCHa1-R	6.4322	6.0189	6.2223	6.1999	6.4337	6.0194	6.4573	6.5033
A1Z9W2	CG10220	6.1615	6.0659	6.0509	6.1525	6.3144	6.136	6.3183	6.3087
Q9U5L1	SrpRalpha	6.2897	6.2715	6.1911	6.2926	6.3115	6.1378	6.3327	6.2748
Q9VIK2	CarT	6.1157	6.2492	6.0912	6.2166	6.1983	6.2503	6.2029	6.2068
Q9VVG5	Dmel\CG7630	6.2777	6.2014	6.2036	6.2176	6.2094	6.239	6.2443	6.1561
P42207	Sep1	6.1353	6.1695	6.1001	5.9889	5.9938	6.4545	5.9733	5.9248
A8JNU2;M9PCT8;M9PFI8;M9PFS1;P00522	Abl	6.1905	6.1151	6.0067	6.1367	6.2699	6.1778	6.2221	6.0021
Q9XYN7	Prosbeta3	6.193	6.3764	6.1848	6.255	6.1445	6.3012	6.1763	6.1364
Q24523;Q24523-1;Q24523-3;X2J847	bun	6.2606	6.2138	6.2229	5.6051	6.1936	6.2517	6.085	6.0355
Q9VIM0	38C.55	6.4484	5.9462	6.4435	5.9942	6.4409	6.0042	6.4242	6.4504
Q9VPH8	Rbbp5	5.7013	6.297	6.4511	5.0647	6.2084	6.2359	6.2071	6.2031
Q9W2D9	eIF3k	6.1922	6.198	6.0766	6.1816	6.2556	6.1865	6.2223	6.1089
Q9VD29	Sar1	6.2697	6.3715	6.2105	6.2581	6.1272	6.3148	6.1551	6.1131
Q0E9G4;Q961L4	Drat	5.2494	6.5268	6.3668	5.3159	6.1092	6.3313	5.3444	5.1718
A0A0C4DH96;Q9W1T6	side-V	6.1412	6.1408	6.0481	6.125	6.1685	6.2719	6.2261	6.2442
Q7KLX3	Tapdelta	6.362	6.2906	6.3308	6.4254	6.2683	6.1719	6.286	6.2322
Q9VL06	Ufd4	6.2392	6.1662	6.1258	6.2125	6.2107	6.2282	6.1465	6.051
Q9VKD0	Wdr81	6.2458	6.1997	6.1861	6.1199	6.2024	6.2364	6.1127	6.1467
Q9VYG2	Bap60	6.174	6.2332	6.0719	6.2217	6.0488	6.3896	6.0981	6.0088
Q7JQ32	Gyc76C	6.1035	5.9474	5.9719	6.0891	6.1534	6.2847	6.1002	6.038
Q9W2N6	cg9346	6.068	6.1025	6	6.0764	6.1022	6.3358	6.0666	6.0587
Q9VK84	Oatp33Ea	6.0831	6.1995	6.1379	6.0517	6.2572	6.1807	6.3062	6.3454
Q8IGP5;Q9V9N4	Clamp	6.3196	6.3059	6.2045	6.237	6.1685	6.2687	6.2892	6.1672
P10676	ninaC	6.3668	6.2234	6.2364	6.2221	6.176	6.2611	6.0295	6.0911
Q9VMB3	BcDNA:LD22339	6.4417	6.379	6.3804	6.3367	6.2181	6.2181	6.1907	6.1535
Q9VK58	Pih1D1	6.2518	6.2228	6.0452	6.2897	6.0842	6.3495	6.1369	6.0824
A8DYI2;Q7K556;Q7K556-2	Ttd14	5.9105	6.2878	6.2751	5.8564	6.2372	6.1963	6.2506	6.1849
A1Z7Q8;Q95SG9	alc	6.2087	6.1999	6.1343	6.2311	6.2318	6.2006	6.244	6.2406
M9NF14	Imp	6.2405	6.2685	6.1123	6.3729	6.0497	6.3822	6.0827	6.0445
P41094	RpS18	6.4308	6.5365	4.5514	6.6897	6.4381	5.9937	6.386	6.3796
Q9W513	Dmel\CG17776	6.4139	6.199	6.1751	6.2741	6.4503	5.9807	6.4616	6.383
Q9W0E2	Dmel\CG12091	6.2179	6.4971	5.9474	6.4207	5.8926	6.5381	5.9216	5.9364
A0A0B4KFQ0;A0A0B4KG50;A0A0B4KGR9;Q9VH01	Bruce	6.0869	6.0473	6.0801	5.8946	6.1725	6.2582	6.1194	6.1054
P31007	dlg1	6.2667	6.2422	6.236	6.2401	6.1955	6.2348	6.0967	6.0162
Q9VZS7	hob	6.3095	6.3466	6.1761	6.2847	6.3284	6.1009	6.3129	6.2805
C0HK95	CG45078;fau	5.944	6.0351	6.0747	6.0705	6.2659	6.1627	5.8626	6.0924
Q95RQ8;Q9W1N1	pita	6.2104	6.27	6.0702	6.1266	6.1028	6.3255	6.1639	6.0332
P51140	dsh	6.1144	6.4862	6.4101	5.9606	6.2302	6.1928	6.2823	6.1672
A0A0B4JCV4;A0A0B4JD97;A0A0B4K6I7;A0A0B4KFK1;Q86BB5;Q8IPN1;Q95TU9;Q9VN51	tacc	6.062	6.0979	6.0776	6.1648	6.1034	6.3194	6.0681	5.9823
Q9V3C6	EG:BACR42I17.10	6.1186	6.0817	6.0781	5.8058	5.9169	6.5053	5.6292	6.1871
Q9VJ19	RpL30	6.0669	6.0725	5.9876	6.1874	6.0554	6.3654	6.1383	6.0291
M9NF18;Q9VYW5	Dmel\CG2247	6.2365	6.1828	6.1347	6.1069	6.2403	6.1794	6.2203	6.1683
A1Z8L8;D3DMU9;J7K3P9;Q95TS2	Prip	6.9102	6.7426	6.8266	6.8817	6.9836	5.4359	7.0278	7.0611
A1ZBD6;A1ZBD6-2;A1ZBD6-3	Mctp	6.2945	6.3008	6.3965	5.779	6.1638	6.2528	6.1992	6.1463
A1Z9A8	CG4679	6.3106	6.258	6.2529	6.2927	6.2623	6.1535	6.2022	6.0473
Q9VJ45	Ugt36E1	6.572	6.6072	6.2792	6.7096	5.7863	6.6286	5.9641	6.1026
Q9VYT3	Nrd1	6.1848	6.1979	6.0417	6.1446	6.2242	6.1906	6.1677	6.0574
Q8I725	Dmel\CG1236	6.111	6.0345	6.0567	6.0931	6.0964	6.318	6.1659	5.9677
A0A0B4KEQ1;Q05733	Hdc	6.0528	6.1534	6.0475	6.1291	6.1427	6.2711	6.0943	6.1541
O61722	PRL-1	6.2536	6.1056	6.1834	6.2809	6.3334	6.0792	6.2475	6.2111
Q9VR30	anon-WO02059370.23	6.1629	6.055	5.997	6.0753	6.188	6.2242	6.0331	5.9073
Q9V3G6	Not10	5.5602	6.1227	6.0923	4.9827	6.0232	6.387	5.3168	5.2483
P41043	GstS1	6.1592	6.2684	6.2642	6.1773	6.067	6.3426	6.0717	6.0804
Q86PF5;Q8SY07;X2JDZ1	PICK1	6.2993	6.3185	6.0574	6.3118	6.1925	6.217	6.2555	5.9893
M9MSM5;Q7YZA4;Q8IRY0	DAAM	6.0569	6.1392	6.1275	5.7997	6.0705	6.3338	6.0436	5.9844
Q9VEU9	Dmel\CG14883	6.1752	6.0498	6.0578	6.2067	6.2655	6.1353	6.3257	6.2123
M9PDX8	nrv3	6.1514	6.2344	6.1591	6.1272	6.2206	6.1799	6.1957	6.1196
M9MSK3;X2JCI2	Src64B	6.2027	6.0846	6.1202	6.1145	6.2424	6.1547	6.2177	6.118
Q7K738	Ubc10	6.2188	6.3702	6.1121	6.3146	6.0928	6.304	6.1005	6.0755
Q9VAL7	Cnx14D;Cnx99A;Dmel\CG1924	6.042	5.9333	6.0776	6.1085	6.1635	6.2325	6.0064	5.8483
A4V4T4;E8NH77;Q24246;Q24246-10;Q24246-12;Q24246-3;Q24246-4;Q24246-6;Q24246-7;Q24246-8;Q24246-9;X2JLF7	Sdic1;Sdic2;Sdic3;Sdic4;SdicC;sw	6.0708	6.0229	5.9652	6.0821	6.0916	6.3038	6.0126	5.9053
Q9VIU4	Dmel\CG33116	6.0576	5.9756	6.0886	6.0571	6.0188	6.3745	6.146	5.9955
Q9VQ93	sau	6.4204	6.265	6.27	6.2568	6.3731	6.0197	6.2893	6.1618
M9MRJ4	Msp300	6.1127	6.1248	6.0299	6.0797	6.0789	6.3138	5.9523	6.0646
P22979	Hsp67Bc	6.1403	6.3002	6.0379	6.1897	5.8986	6.494	5.9846	5.8433
Q960Q8	Dmel\CG3511	5.7785	6.2108	6.2394	6.1816	6.1091	6.2832	6.1398	6.1229
O76927;O76927-2	RpS21	4.5402	5.011	6.0694	4.2507	6.3105	6.0802	3.9398	3.8194
Q8IMV6	Saf-B	6.2232	6.242	5.677	6.4045	5.9419	6.4487	6.0573	5.9356
M9NDE3;M9NDE3-2	bark	6.2158	6.0958	6.1659	6.0947	6.139	6.2511	6.1097	6.0762
Q9W1G0	Taldo	6.2095	6.1217	6.0308	6.1602	6.1949	6.1934	6.1249	5.9821
Q8MLQ7	pippin	6.1879	6.2157	6.0928	6.259	6.3281	6.0602	6.3457	6.4252
Q9VSF2	MED24	6.0957	6.2072	6.0545	6.2037	6.0552	6.3288	6.0032	5.943
P32866	Gprk2	5.8169	6.1216	6.1668	5.6887	6.2207	6.163	6.2641	6.2336
Q86BY9	rig	6.2153	6.1042	6.1257	6.227	6.3033	6.0802	6.3271	6.2832
Q9VRJ4	Dhrs4	6.3727	6.4426	6.2966	6.4504	6.2708	6.1117	6.3337	6.3167
Q7KND8	Mad1	6.2588	6.1765	6.0213	6.3065	6.0645	6.3117	6.0348	5.9454
Q9VRU1	Dmel\CG10467	6.1922	6.3512	6.1279	6.331	5.9637	6.4122	6.0592	6.0017
Q7K4B3	Elp2	6.0024	6.2345	6.2245	5.7222	6.4177	5.9581	6.4108	6.3494
Q9VH85	side-VII	6.0695	5.7403	5.9119	5.9562	6.2455	6.13	6.1858	6.2117
Q8IR72	Dmel\CG32638	6.0819	5.9999	5.9539	6.2229	6.2002	6.1741	6.2538	6.1962
Q9V455	Kap-alpha3	6.2101	6.155	6.0513	6.1707	6.1895	6.1847	6.0577	5.9497
P10674	Fas1	6.2756	5.9523	6.0196	6.1294	6.4403	5.9334	6.451	6.4807
E1JHP9;Q9VPI6	galectin	6.3145	6.2722	6.1663	6.3332	6.479	5.8942	6.5174	6.4785
Q9VML9;R4GRV6	TrissinR	6.2454	5.6618	5.936	5.9534	6.2983	6.0737	6.1066	5.9875
Q7KSU3;Q9VHK5	Dmel\CG8379	6.3067	6.0861	6.2566	6.2482	6.4429	5.9286	6.4206	6.3769
Q27594	Cyp6a21;Cyp6a9	5.2238	6.3043	6.2546	5.3693	5.9848	6.3863	5.9947	6.093
Q60GL7	Mgat1	6.2664	6.0556	6.0041	6.1724	6.3222	6.0482	6.3686	6.3261
Q9W0K2	Trh	6.185	6.1653	6.024	6.1282	6.1703	6.199	6.1632	6.1161
Q9VBT7	Dmel\CG10513	6.1285	6.3116	5.9839	6.2768	6.0678	6.2994	6.0752	6.04
Q7JW07	Dmel\CG12935	6.3996	6.3778	6.2633	6.4112	6.45	5.9169	6.4929	6.4802
Q9VQL1	SerRS	6.2673	6.344	6.2142	6.3482	6.1236	6.2431	6.1849	5.5846
M9MRW0;M9PEI6;Q8IQ71	dikar	6.2424	6.3768	6.2324	6.2017	5.9368	6.4298	5.973	5.8843
B7Z153	DIP-beta	6.1378	5.8484	5.7634	6.071	6.2406	6.1253	6.2396	6.263
A1Z9X4;Q8MRA3	hbs	5.9585	5.9377	6.0996	5.707	6.2136	6.1519	6.303	6.3991
P32392	Arp3	6.2959	6.2646	6.2262	6.281	6.2196	6.1459	6.227	6.1496
P91622	Pdk	6.3307	6.3595	6.3601	6.285	6.1184	6.247	6.1939	6.1535
A0A0B4JDC8;Q9VFD3	CG6934;Dmel\CG42788	6.204	6.2356	6.0544	6.1519	6.1236	6.2414	6.1013	6.0761
Q9VZG8	Teh3	5.0671	6.0066	6.3647	6.1019	5.9612	6.4031	5.9497	5.9689
M9PFR8;Q9I7R5;Q9VV82	Apl;Arts	6.3538	6.2311	6.2092	6.156	6.2614	6.1014	6.1935	6.1312
M9PI38;Q9VRF8	Mnr	6.3039	6.1836	6.0757	6.3858	6.0225	6.3402	6.056	6.1049
A8Y4V5	CG40498-RF	6.2848	6.2651	6.1661	6.2754	6.2796	6.0805	6.2761	6.2607
A0A0B4LF75;Q6AWJ9	otk	5.9648	5.7418	5.9869	6.0436	6.3873	5.9721	6.2447	6.1921
Q9VXA3	RSG7	6.2416	6.1905	6.1898	6.1477	6.129	6.2301	6.0384	6.0416
Q9VPB7	Pcif1	6.2829	6.4736	6.2182	6.4453	6.1809	6.178	6.0967	6.0971
Q9VCC3	mRpS24	6.1953	6.264	6.0715	6.3253	6.028	6.3308	6.1412	6.1139
A0A0B4K6B1;A0A0B4K6M2	Rim	5.9681	6.1148	5.9511	6.2031	6.2463	6.1116	6.3106	6.2238
Q8T0J5;Q9VE80	Dmel\CG7675	6.1602	6.1979	6.1168	6.2139	6.1337	6.2234	6.1692	6.1397
Q9W3U9;X2JAQ5	Dmel\CG14434	6.1899	6.3061	6.2355	6.2791	6.1076	6.2484	6.0676	5.9571
P13677	inaC	6.3659	6.2922	6.2355	6.289	6.0736	6.282	6.0521	6.1616
Q9VZ82	LeuRS-m	6.1639	6.2613	6.0399	6.2489	6.0148	6.3391	6.0344	5.9964
A8JNJ9;M9PBM2;M9PE05;M9PH77;Q8MSX1;Q8MSX1-2;Q8MSX1-3	enc	6.0179	5.8574	5.8252	5.922	6.2319	6.1217	6.1206	5.8491
Q0KI98	TrpRS	6.2551	6.1706	6.1606	6.2375	6.1425	6.2108	6.1455	6.0133
A0A0B4K7T7;A0A0B4LFF8;A1ZAN6;A1ZAN7	RhoGEF2	6.1327	6.1414	6.0783	6.1092	6.0437	6.3075	6.019	6.0229
Q8SWX8;Q9VG80	Dmel\CG5196	6.0859	6.0308	5.995	6.1182	6.2782	6.073	6.2485	6.2028
A1ZAN2;A4UZL2;A4UZL3;B7YZI1	Ehbp1	6.2214	6.1869	6.0937	6.1856	6.357	5.994	6.3551	6.2598
A0A6M3Q7U3;P51905	SerT	6.3677	6.2026	6.2415	6.2041	6.4353	5.9137	6.3949	6.4466
Q9V3C1	Vhl	6.0036	6.1053	6.0567	6.018	5.9479	6.3977	5.9972	5.9047
M9PF14;M9PF20;M9PI44;Q9VTZ0	tral	6.2348	6.0828	6.1117	5.7053	6.1646	6.1807	6.1147	5.3306
A0A0B4KFZ6;A0A0B4KGP0;Q1WWH6;Q9VFH9;Q9VFI0	stumps	6.1664	6.1182	5.7423	6.2842	6.0586	6.2855	5.9686	5.8731
Q9VDC9	Oga	6.165	6.2666	6.3407	5.8675	6.2257	6.1177	6.1926	6.1077
Q24323;Q24323-2;Q24323-3;Q24323-4	Sema2a	6.3166	5.7	6.0342	6.1869	6.5648	5.7783	6.675	6.6282
Q9VU17	nebu	6.3441	6.211	6.1341	6.174	6.5102	5.8315	6.5231	6.4789
A1Z934	Dmel\CG8778	6.2383	6.3132	6.1411	6.2706	6.0937	6.2478	6.1192	6.0659
Q9W3Q0	Rab39	6.2078	6.302	6.201	6.2832	6.2116	6.1292	6.2957	6.2817
Q8MT58	Cndp2	6.1754	6.2197	6.1073	6.1558	6.1738	6.1657	6.1315	5.9993
A1ZBC7;A1ZBC8	Dmel\CG8850;List	6.3873	6.3188	6.1968	6.2987	6.4207	5.9157	6.3956	6.4302
A0A0B4LGA0;A0A0B4LGC7;Q8SWQ8;Q9W233	CG13509;CG4232;Dmel\CG33143;mdcds_16487	6.1473	5.9409	5.9374	6.0674	6.1754	6.1608	6.1475	6.0112
A0A0B4KG01;Q9W167	anon-WO0170980.151;CG 13579	6.2328	6.1329	6.0094	6.1639	6.2971	6.0371	6.2945	6.3526
Q7JWS8	Mtl	6.1568	6.153	6.0633	6.1781	6.1679	6.1662	6.1634	6.0622
Q9VR38	Mon1	6.165	6.1824	5.8361	6.0863	6.0114	6.3207	5.9934	6.0659
M9PCL6;M9PI66;P08761;P08761-2;Q7KUM8	MsrA	6.3237	6.3693	6.0665	6.4534	6.0808	6.2509	6.0568	6.0557
D0IQL4;Q8IP58	NimA	5.8719	4.8144	5.5575	5.6505	6.3152	6.0157	6.1978	6.072
Q9NHD5	san	6.1934	6.1665	6.1573	6.2098	6.2902	6.0403	6.3077	6.2903
Q9U6Y9;Q9U6Y9-2	csul	6.1683	6.0805	6.0714	6.2021	6.2529	6.0773	6.2646	6.2539
A1ZBN5	TTLL6A	6.1775	6.2832	6.1919	6.2255	6.2772	6.0531	6.3088	6.1837
Q9VCY3	CSN6	6.0785	6.0742	5.9448	6.0897	6.1456	6.1845	6.1401	5.9102
Q9VW13	Dmel\CG9330	6.1087	6.2465	6.0581	6.1416	6.1159	6.2138	6.1534	6.0093
Q9VU08	Vps13D	6.1637	6.146	5.9434	6.1525	6.0897	6.2395	6.0976	6.0453
Q9V6K3	Nrk	5.9401	5.7202	5.7703	5.827	6.2315	6.0976	6.2942	6.2488
E1JJ98;P27398	sol	6.0609	6.0102	5.9204	6.0144	6.0831	6.2445	6.0838	5.9663
M9PD09	Pfdn6	6.1737	6.2933	6.0827	6.3789	6.137	6.189	6.2732	6.1335
Q9VS47	mrva	6.1469	6.2707	6.063	6.3776	6.2457	6.0802	6.1508	6.1874
Q9VI56	Dmel\CG1943	6.2817	6.4377	6.1452	6.3765	6.2032	6.1218	6.2489	6.1928
Q9VDE6	Sec15	6.2001	6.1215	6.1641	6.1177	6.1719	6.1516	6.1655	5.9264
A4V1Q1;M9PF25;Q24207;Q24207-2;Q6NN06	bol	6.2413	6.2187	6.1199	6.3129	6.2377	6.0814	6.2778	6.1237
Q9VE73	Wdr37	6.2832	6.5625	6.349	6.5251	6.1996	6.1184	6.2245	6.2783
A2VEG3;M9PDK6;M9PDX3;Q9VID5	anon-WO0118547.182;Dmel\CG8671	6.1661	6.2584	6.1453	6.2024	6.283	6.035	6.3442	6.2872
P39769;Q9W523	ph-d;ph-p	6.0732	6.0546	5.8916	5.9193	6.107	6.2084	5.9876	5.9434
B7Z0Y5;Q8IR46;Q9VY16	Dmel\CG14408	6.2834	6.2295	6.1668	6.2782	6.158	6.1569	6.1171	6.0197
Q8SZY7	Dmel\CG5026	6.1541	5.9682	6.0022	6.0412	6.2655	6.0492	6.2474	6.1306
Q9W1R3	Golgin245	5.653	6.1227	5.4575	5.8029	5.9266	6.3871	5.9321	5.9335
Q9W328	Lst8	6.2021	6.2276	6.2013	6.3062	6.0156	6.2968	6.0398	5.9548
Q56JH9	Ih	6.3146	6.3266	6.0451	6.2774	6.3482	5.9639	6.3948	6.3312
Q7KUD4;Q9VT60	iPLA2-VIA	6.2432	6.2296	6.1759	6.1879	6.1518	6.1601	6.1225	6.0201
Q9W4M7	tyf	5.6777	6.0482	6.0188	6.0615	6.0362	6.2758	5.9838	5.8594
A1Z6V5	Spn43Ab	6.0156	5.9676	5.9071	6.0374	6.1749	6.1369	6.0108	5.7995
Q8MSS1	lva	5.9455	6.09	6.1418	5.8179	6.1545	6.1557	6.0648	5.9628
Q9VHJ4	RagA-B	6.3352	6.3056	6.172	6.297	6.4758	5.8342	6.5734	6.4292
Q9VX84	Dmel\CG16700	5.9712	6.284	6.1614	6.256	6.1421	6.167	6.1094	6.156
Q9VL72	Etl1	6.2126	6.1326	6.0923	6.1616	6.1531	6.1528	6.2615	6.1221
M9PG20;M9PG82;M9PID3;Q9VPB0	HIPP1	6.0862	6.0561	6.0648	6.1222	6.1167	6.189	6.0448	5.9712
P13368	sev	6.0256	5.7975	5.9021	5.874	6.1693	6.1352	6.1408	6.1467
B7YZH1;Q0E976	Dmel\CG10151	6.0799	6.1833	5.9467	6.1166	5.9802	6.323	5.9418	5.8798
Q9VGD2;Q9VGD3	dpr17	5.7952	5.5786	5.6546	5.6225	6.044	6.2565	6.1131	6.0299
A8JR57;Q9VDH1	CG17276;CG17277	6.4616	6.4992	6.3785	6.3866	6.2075	6.0927	6.1919	6.1646
A0A0B4K6Z2;A1Z904;A1Z906;A1Z907;A8DYB7;E2QCB7;Q0E9B2	Dyb	6.1949	6.1721	6.1372	6.1984	6.1127	6.1843	6.0732	6.0109
Q960Z0	Klp10A	6.2094	6.2029	6.1788	6.1914	6.2612	6.0355	6.2009	6.1299
A0A0B4K6T3;A0A0B4KEG9;A1Z7G7;E1JH11	Cirl	6.0079	5.9668	5.9398	6.0801	6.2051	6.0914	6.1455	6.0727
Q9VV87	Baldspot	6.244	6.308	6.165	6.3892	6.4702	5.8239	6.485	6.3861
A0A0B4KGI0;Q9VDT3	CG17338;Dme_CG9270;Dmel\CG4562	6.2185	6.2346	6.0291	6.1933	6.0993	6.1945	6.1729	6.0518
M9PD88;Q95RR1	Atox1	6.1176	6.2336	5.9377	6.2017	5.9937	6.2997	5.9902	5.9446
Q9VY98	Mrgn1	6.1214	6.0471	6.0145	6.0638	6.3146	5.9785	6.212	6.0801
Q0E9M0	Dscam1	6.0481	6.0748	5.9457	6.0205	6.0322	6.2608	6.0631	6.0291
M9PGH7;Q95RU8	G9a	6.0406	5.9855	5.9392	6.0957	6.1137	6.179	6.0525	6.0069
Q9VT75	vnc	6.2994	6.2806	6.1745	6.2761	6.3381	5.9544	6.3574	6.264
Q7K2W6	PPO1	6.0424	5.6968	6.0501	5.9871	6.1291	6.1612	5.9812	5.7112
Q9VGJ5	fer3	6.439	6.3315	6.3616	6.2822	6.4487	5.841	6.4839	6.5551
Q8SWW9	EG:171D11.2	6.1719	6.1565	6.0504	6.1459	6.0934	6.1947	6.1678	6.104
Q01583	Dgk	6.3623	6.2735	6.256	6.263	6.3164	5.9709	6.3688	6.1567
Q9VIK6	Cen	6.1717	6.0401	6.0982	6.0913	6.1552	6.131	6.0471	5.9681
Q9VCX3	mRpL45	6.0664	6.2894	6.0394	6.191	5.9072	6.3784	6.0277	5.9192
Q8MLZ7;X2JA18	Idgf3	6.0762	6.1371	5.9904	6.1487	6.0909	6.1939	6.0565	6.1356
Q9W133	Adck1	6.1724	6.1706	6.0476	6.1512	6.1445	6.1396	6.1974	6.1486
Q7K2V9	Mvk	6.2642	6.0228	6.4915	6.075	6.0031	6.2804	6.0097	5.9175
A8JNN5	GAPcenA	6.2303	6.1026	6.0937	6.1421	6.2879	5.9954	6.2157	6.1519
Q9VSD6	msk	6.107	5.8449	6.0549	6.0572	6.1649	6.1184	6.0697	5.9054
D3DMM0;Q2PDT4;Q8INW7;Q9VIX2;Q9VIX3	Pax	6.2331	6.1571	6.2905	6.3502	6.1429	6.14	5.9978	5.9588
A0A0B4JCY1;Q9VDV4	subdued	6.2578	6.2451	6.0568	6.1933	6.1177	6.1644	6.1775	6.1249
P06754;P06754-1;P06754-3;P49455;P49455-2;Q8IGY1	Tm1	6.1796	6.2529	6.2343	6.2603	6.2002	6.0813	6.0934	6.148
A0A0B4K7Q3;Q8IMK7;Q961C5;Q9VAK1	alph	6.1898	6.0675	6.0296	6.1556	6.0696	6.211	6.0529	5.9777
Q9VQ78	TBCD	6.2356	6.1732	6.1128	6.2356	6.1679	6.1114	6.0685	5.9604
