Protein_id	Protein_description	Gene_name	hrp_1	hrp_2	h2o2_1	h2o2_2	t4_1	t4_2	t5_1	t5_2
Q7KRW4;Q9VAP0	Aminopeptidase;Aminopeptidase	superdeath	6.6110	6.0354	5.6542	6.3038	6.8711	6.8906	6.5843	6.7496
M9PF24;M9PFG7;P46824	Kinesin light chain;Kinesin light chain;Kinesin light chain	Klc	6.6368	6.4240	6.4333	6.3943	6.4273	6.4215	6.4842	6.4715
Q5BI33;Q9V784	LD18146p;SAM50-like protein CG7639	CG7639	6.2733	6.4366	6.5531	6.5831	6.5704	6.5953	6.2820	6.3888
Q9VP06	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	Alg11	6.1909	6.5657	6.4641	6.5546	6.4815	6.4950	6.5049	6.4069
Q95S61	GM08242p	Hydr1	6.3616	6.4747	6.4773	6.5158	6.4354	6.4603	6.4391	6.4910
Q8IR88;Q9VYY4	Cyp4g15, isoform C;Cytochrome P450 4g15	Cyp4g1;Cyp4g15	6.4660	6.5903	6.5024	6.4571	6.4576	6.4776	6.2466	6.4564
Q9V3E5	Tetraspanin	Tsp66E	6.4815	6.1448	6.4471	6.4897	6.6004	6.6658	6.2937	6.5209
Q8IP22	Ca[2+] channel Muscle-specific alpha2/delta subunit, isoform A	Ca-Ma2d	6.7071	6.3259	6.2454	6.0028	6.7519	6.7887	6.3124	6.5072
Q9VZ82	Leucyl-tRNA synthetase	LeuRS-m	6.6301	6.4393	6.3370	6.3383	6.2793	6.3089	6.6479	6.6555
G7H7Z0;Q8SXM8;Q9W327	Lysine--tRNA ligase;Lysine--tRNA ligase;Lysine--tRNA ligase	Aats-lys-RC;LysRS	6.4344	6.4362	6.6197	6.4717	6.3594	6.4131	6.4815	6.4167
Q9VCI4	LD32918p	udt	6.4648	6.3829	6.3506	6.3515	6.6752	6.6111	6.3653	6.4307
Q95NR4;Q9VJ86	Bicoid mRNA stability factor;Bicoid stability factor	bsf	6.5681	6.4683	6.4362	6.5328	6.3611	6.3597	6.4945	6.4101
Q9VS47	LD39967p	mrva	5.3166	6.5866	6.5340	6.6325	6.6212	6.6717	6.6936	6.5691
Q9W5W8	RE22677p	Dmel\CG9577	6.6505	6.3417	6.3839	6.3555	6.4096	6.4220	6.5508	6.5054
P08510-3;P08510-9	Potassium voltage-gated channel protein Shaker, Isoform Beta;Potassium voltage-gated channel protein Shaker, Isoform L	Sh;Sh-RF	6.3864	5.9416	5.8573	6.3605	7.0367	6.9500	6.4577	6.6272
H1UUJ5;Q7KRZ3;Q9VBI4	Exocyst complex component 8 (Fragment);Exocyst complex component 8;Exocyst complex component 8	Exo84;exo84-RA	6.5356	6.4287	6.4845	6.4148	6.2790	6.4102	6.5014	6.5494
Q8IQ31	Uncharacterized protein	Dmel\CG1695	6.5221	6.2934	7.0350	6.9895	6.5173	6.6032	5.9541	5.6758
Q9U9Q4	Eukaryotic translation initiation factor 3 subunit H	eIF3h	6.3487	6.5029	6.5922	6.5873	6.5701	6.6014	6.2386	6.1449
C5I798;C5I799;C5I7A0;C5I7C2;C5I7C3;C5I7C4;C5I7E6;C5I7E7;C5I7E8;C5I7G2;C5I7G3;C5I7G4;C5I7H8;C5I7H9;C5I7I0;C5I7Q8;C5I7Q9;C5I7R0;C6TPA9;I1V506;I1V507;I1V508;M9NEH6;M9NGF7;M9PJN5;Q86NK9;Q8IR37;Q8IR38	Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform B;Histone deacetylase 6 isoform C;AT13940p;HDAC6;HDAC6;HDAC6;Histone deacetylase 6, isoform F;Histone deacetylase 6, isoform E;Histone deacetylase 6, isoform G;Histone deacetylase 6 isoform A;Histone deacetylase 6 isoform C;Histone deacetylase 6 isoform B	HDAC6;HDAC6-RB	6.2880	6.5590	6.4554	6.5415	6.4199	6.4698	6.4220	6.4242
M9NEV0;Q9VMJ7	[Histone H3]-trimethyl-L-lysine(4) demethylase;Lysine-specific demethylase lid	lid	6.6031	6.3990	6.4508	6.4214	6.3602	6.3687	6.4473	6.5242
B6IDH0;N0D8I3;Q9W420	Transcription elongation factor spt6;Transcription elongation factor spt6;Transcription elongation factor SPT6	Spt6;Spt6-RA	6.5320	6.3738	6.4438	6.4830	6.2505	6.3423	6.6003	6.5398
Q9VYU9	RH17287p	Dmel\CG9360	6.6506	6.2655	6.4802	6.3817	6.3085	6.4583	6.5126	6.5064
O46090;Q9GQ87;Q9W541	eIF-2B GDP-GTP exchange factor subunit epsilon;eIF-2B GDP-GTP exchange factor subunit epsilon;eIF-2B GDP-GTP exchange factor subunit epsilon	EG:86E4.1;eIF2Bepsilon	6.4729	6.0362	5.9751	6.3860	6.9346	6.8891	6.5544	6.3130
Q8T6B9	Poly(U)-binding-splicing factor half pint	hfp	6.1998	6.4977	6.7205	6.7370	6.5507	6.5811	6.1898	6.0816
Q9VCC6	GM05240p	Dmel\CG6178	6.4311	6.5918	6.4963	6.5528	6.4463	6.4658	6.2946	6.2789
Q9VKJ3;X2J9F3	Nuclear pore complex protein Nup160 homolog;Nucleoporin 160kD, isoform B	Nup160	6.4866	6.4612	6.4730	6.4265	6.3305	6.3790	6.4344	6.5507
Q8IRI6-13;Q8IRI6-14;Q8IRI6-15;Q8IRI6-16;Q8IRI6-7;Q8IRI6-8	Glucose transporter type 1, Isoform R;Glucose transporter type 1, Isoform W;Glucose transporter type 1, Isoform X;Glucose transporter type 1, Isoform V;Glucose transporter type 1, Isoform S;Glucose transporter type 1, Isoform U	Glut1	6.1882	6.6179	6.5556	6.6368	6.5546	6.4779	6.3929	6.1174
C4XVJ6;P22815;Q24265;Q8MSJ2	FI05616p;Protein bride of sevenless;Bride of sevenless;GH10049p	boss;boss-RA	6.1816	6.2403	6.3478	6.4261	6.7186	6.6291	6.5062	6.4913
Q9VCA5	Phenylalanine--tRNA ligase beta subunit	beta-PheRS	6.2009	6.3313	6.5561	6.4396	6.4644	6.4802	6.5495	6.5098
B5RIS4;Q9U5L1	FI05231p;Signal recognition particle receptor subunit alpha homolog	Gtp-bp-RA;SrpRalpha	6.4198	6.4204	6.4365	6.5138	6.3295	6.3389	6.5271	6.5447
A0A3Q7YR34;M9MS48;Q9VYD8	CG1987 (Fragment);Rbp1-like, isoform B;RE47308p	CG1987;Rbp1-like	6.6810	6.3247	6.3981	6.3804	6.3657	6.4100	6.4646	6.5000
Q9VVG4;V5P0Q7	Exocyst complex component 1;FI21227p1	Sec3;sec3-RA	5.9493	6.4497	6.6202	6.5955	6.4534	6.6094	6.2537	6.5933
D9PTS3;Q24488	Receptor protein-tyrosine kinase;Tyrosine-protein kinase transmembrane receptor Ror	Ror;Ror-RA	6.4614	6.2794	6.4845	6.3748	6.4456	6.5299	6.4900	6.4578
Q9VW59	LD16419p	RhoGDI	6.4352	6.3823	6.4407	6.4492	6.3682	6.3999	6.4615	6.5796
A0A0B4LF75;Q6AWJ9	Off-track, isoform B;Tyrosine-protein kinase-like otk	otk	6.5778	6.3867	6.2013	6.3967	6.4288	6.4889	6.4724	6.5493
A8JNQ4;M9NFQ7;M9PF74;Q9VT98	RNA-binding Fox protein 1, isoform I;RNA-binding Fox protein 1, isoform H;RNA-binding Fox protein 1, isoform M;RNA-binding Fox protein 1, isoform K	A2bp1;Rbfox1	6.6021	6.2993	6.3999	6.4299	6.3683	6.4015	6.4288	6.5633
Q4AB27;Q8T6L6;Q8T6L7	Myosin 95E, isoform E;Myosin 95E, isoform B;Myosin 95E, isoform D	Myo95E	6.4316	6.5767	6.0709	6.5441	6.4252	6.4361	6.5319	6.4693
Q7KJ37;Q95TQ1;Q9VEX6	Cytoplasmic protein 89BC;LD30988p;ATPase family AAA domain-containing protein 3A homolog	bor	6.7176	6.2890	6.3946	6.3727	6.2361	6.2983	6.5476	6.6206
Q9VZY0	LD45195p	Non2	6.6828	6.3960	6.4411	6.3538	6.2169	6.2236	6.5090	6.6507
Q9VYY9;Q9VYY9-2;Q9VYY9-3;Q9VYY9-4	Ecotropic viral integration site 5 ortholog;Ecotropic viral integration site 5 ortholog, Isoform B;Ecotropic viral integration site 5 ortholog, Isoform C;Ecotropic viral integration site 5 ortholog, Isoform D	Evi5	6.2771	6.2463	6.1050	6.4310	6.7040	6.7913	6.3436	6.5595
Q86BA5;Q9I7K5	LP01981p;Transmembrane emp24 domain-containing protein eca	eca;p24-2	6.2743	6.8873	5.1524	6.5051	6.8705	6.7776	6.5581	
M9PE30;Q9VZI1	Transgelin;Transgelin	Chd64	6.5212	6.3800	6.9102	6.9668	6.3723	6.3634	5.9816	5.9595
Q7YU91;Q9VWJ6;X2JFR5;X2JL73	SD16537p;FI03615p;Rapamycin-insensitive companion of Tor, isoform C;Rapamycin-insensitive companion of Tor, isoform B	rictor	6.4215	6.2996	6.7022	6.7829	6.3975	6.4472	6.2741	6.1238
P28668	Bifunctional glutamate/proline--tRNA ligase	Aats-glupro-RB;GluProRS	6.3312	6.6376	6.6286	6.5752	6.4002	6.2961	6.1917	6.3774
Q7JW07	LD08826p	Dmel\CG12935	6.2687	6.4794	6.5506	6.4517	6.3973	6.4261	6.4343	6.4268
Q6IKC0	HDC12925	Dmel\CG42394	6.4125	6.3265	6.5217	6.4063	6.5318	6.6510	6.2686	6.2972
Q9VAG9	LD34542p	Dmel\CG7789	6.4766	6.4352	6.4083	6.4325	6.5647	6.5537	6.2964	6.2425
M9PFD8;Q6NNY5;Q7KTF7;Q7KTF8;Q7KTF9;Q86MN8;Q8IPE2;Q8T7R9;Q8T7S0;Q8T7S1;Q8T7S2;Q9VL79	Nicotinic acetylcholine receptor alpha6, isoform H;GH15518p (Fragment);Nicotinic acetylcholine receptor alpha6, isoform D;Nicotinic acetylcholine receptor alpha6, isoform E;Nicotinic acetylcholine receptor alpha6, isoform B;Nicotinic acetylcholine receptor subunit Dalpha6;Nicotinic acetylcholine receptor alpha6, isoform C;Nicotinic acetylcholine receptor Dalpha6 subunit variant type V;Nicotinic acetylcholine receptor Dalpha6 subunit variant type IV;Nicotinic acetylcholine receptor Dalpha6 subunit variant type III;Nicotinic acetylcholine receptor Dalpha6 subunit variant type II;Nicotinic acetylcholine receptor Dalpha6 subunit variant type I	nAChRalpha6;nAcRalpha-30D	6.3352	6.4293	6.4481	6.4254	6.4185	6.4708	6.4982	6.3824
A8JNN5	GTPase activating protein and centrosome-associated, isoform B	CG7112;GAPcenA	6.5204	6.6550	6.5495	6.7381	6.4051	5.9423	6.1112	6.4779
Q7K3M5	DEAH-box helicase 15, isoform A	Dhx15	6.1016	6.5914	6.4740	6.5296	6.4835	6.5149	6.3953	6.3018
Q9VVS6	Autophagy-related 3	Atg3	6.7607	6.3865	6.3507	6.4161	6.4584	6.4043	6.2865	6.3260
Q7KN63;Q9XZ53	Dolichyl-diphosphooligosaccharide--protein glycotransferase (Fragment);Dolichyl-diphosphooligosaccharide--protein glycotransferase	Stt3B	5.7642	6.6286	6.5045	6.5793	6.5354	6.5617	6.3969	6.4167
A8JUW5;Q8I877;R9PY25	Narrow abdomen, isoform F;Alpha1U protein;Narrow abdomen, isoform G	na	6.5118	6.4395	6.4735	6.3958	6.4156	6.4589	6.4865	6.2040
Q6NLA3;Q8IML3;Q8IML4	V-type proton ATPase subunit a;V-type proton ATPase subunit a;V-type proton ATPase subunit a	;Vha100-1;Vha100-3	6.3981	6.4571	6.4554	6.4086	6.4960	6.4724	6.3306	6.3608
M9NDV5;M9NFF0;Q5LJR2;Q8SYF7	Uncharacterized protein, isoform G;Uncharacterized protein, isoform H;FI20805p1;LP09246p	BcDNA:RE63764;CG18603;Dmel\CG17715	6.4095	6.3660	6.5280	6.3922	6.4190	6.4498	6.5074	6.2921
Q9VV17	Uncharacterized protein, isoform A	Dmel\CG13048	6.7499	6.0574	6.3333	6.0859	6.0609	6.0187	6.9579	7.0894
Q8MSI9;Q9VHC7	GH11495p;FI21236p1	rump	6.5337	6.3860	6.3339	6.2590	6.4944	6.4822	6.3974	6.4667
A0A6H2EJG3;Q9VJC6	Dynein heavy chain at 36C, isoform C;Dynein heavy chain at 36C, isoform B	Dhc36C	6.2831	6.4555	6.4896	6.4056	6.4661	6.5494	6.3282	6.3724
E2QCY2;M9PCX4;Q95R88;Q9VVT8	FI16836p1;Uncharacterized protein, isoform E;SD01152p;LD09909p	ACSL1;CG3961;CG3961-RC	6.5811	6.6278	6.5540	6.5128	6.4015	5.7291	6.5452	6.3971
B8A3X3;O18335	FI09227p;Drab11	Rab11;Rab11-RB	6.5422	6.2556	6.3797	6.2681	6.4320	6.4661	6.5343	6.4691
A0A0B4KH56;A0A0B4KHA4;A0A0B4KHR1;A0A0B4KI46;Q9VB11	Uncoordinated 80, isoform E;Uncoordinated 80, isoform D;Uncoordinated 80, isoform F;Uncoordinated 80, isoform G;Protein unc-80 homolog	unc80	6.1906	6.4633	6.4764	6.4653	6.4688	6.4970	6.4362	6.3481
Q95SQ7;Q9VMH4	GH07831p;FI09914p	CG9175;Dmel\CG9175	6.3317	6.5197	6.5032	6.4116	6.3897	6.4424	6.4405	6.3043
Q9VCC0	Cysteine and histidine-rich domain-containing protein	CHORD	6.3342	6.4898	6.4201	6.4028	6.4595	6.4622	6.4741	6.2891
Q45EX7;Q9VQV7	RE26466p;Centrosomal protein 97kDa, isoform B	Cep97;CG3980-RB	6.5657	6.3525	6.2864	6.4390	6.4496	6.4807	6.4404	6.3148
A8DZ18;M9NCY3;M9PD76;M9PDF7;M9PDR3;M9PG93;P16621	Protein-tyrosine-phosphatase;Protein-tyrosine-phosphatase;Protein-tyrosine-phosphatase;Protein-tyrosine-phosphatase;Protein-tyrosine-phosphatase;Protein-tyrosine-phosphatase;Tyrosine-protein phosphatase Lar	;Lar	6.3595	6.3566	6.0784	6.3027	6.6659	6.6894	6.4373	6.4361
Q9VUY9	Phosphoglucomutase	Pgm1	6.4963	6.2776	6.4673	6.3708	6.2831	6.3573	6.5547	6.5185
Q9VFV9	DnaJ-like-2, isoform A	Droj2	6.5932	6.2817	6.2945	6.2989	6.4429	6.3544	6.5407	6.5173
Q7KUL1;Q9GPL5;Q9VUG1	Dally-like, isoform C;Dally-like protein;Dally-like, isoform A	dlp	6.0618	6.6133	5.0199	6.5152	6.7255	6.7815	6.9066	6.6990
A0A0B4K7I8;A0A0B4K814;A0A0B4K887;A0A0B4K8B5;A0A0B4KFH8;Q9W0Y8;Q9W0Y8-3	Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein;Sodium channel protein 60E;Sodium channel protein 60E, Isoform P	NaCP60E	6.4928	6.3618	6.3266	6.3363	6.3862	6.4358	6.4857	6.4919
Q9VW71;Q9VW71-2;X2JCN4	Fat-like cadherin-related tumor suppressor homolog;Fat-like cadherin-related tumor suppressor homolog, Isoform C;Kugelei, isoform E	kug	6.5725	6.3562	5.7951	6.5633	6.4258	6.4209	6.5220	6.6566
Q9NFR7;Q9NH88;Q9VB22	Rapsynoid;Partner of Inscuteable;LD33695p	pins	6.5110	6.2848	6.3893	6.3109	6.3166	6.3550	6.5190	6.6239
B7YZZ9;P27864	DNA-(apurinic or apyrimidinic site) endonuclease;Recombination repair protein 1	Rrp1	6.6627	5.7782	5.6964	6.3249	6.7830	6.7701	6.5536	6.7374
A8JNU6	Neural conserved at 73EF, isoform I	CG18170;CG32316-ORFB;CG33791-RB;Nc73EF;OGDH	6.8177	6.8090	6.8664	6.8263		3.5700	6.9880	7.0121
Q6NPA2;Q9VY22	RE46682p;FI18259p1	CG15890;Dmel\CG15890	6.1849	6.5384	6.6372	6.4868	6.5495	6.5683	6.3170	6.0076
Q9VLT1;X2J564	Protein MON2 homolog;Protein MON2 homolog	mon2	6.4033	6.7341	5.9835	6.5147	6.4080	6.2318	6.4265	6.5799
A0A4D6K1U1;A0A4D6K2Y1;A0A4D6K2Y3;M9NDV1;M9NEE2;M9NF25;M9NGZ9;M9PHD4;P91645;P91645-2;P91645-3;P91645-4;P91645-5;P91645-6;Q59E50;Q59E51;Q59E52;Q59E53	Cacophony, isoform S;Cacophony, isoform U;Cacophony, isoform T;Cacophony, isoform O;Cacophony, isoform L;Cacophony, isoform M;Cacophony, isoform N;Cacophony, isoform P;Voltage-dependent calcium channel type A subunit alpha-1;Voltage-dependent calcium channel type A subunit alpha-1, Isoform A;Voltage-dependent calcium channel type A subunit alpha-1, Isoform B;Voltage-dependent calcium channel type A subunit alpha-1, Isoform C;Voltage-dependent calcium channel type A subunit alpha-1, Isoform D;Voltage-dependent calcium channel type A subunit alpha-1, Isoform F;Voltage-dependent L-type calcium channel subunit alpha;Voltage-dependent L-type calcium channel subunit alpha;Cacophony, isoform I;Cacophony, isoform H	cac	6.0333	6.4745	6.4485	6.4778	6.4984	6.5359	6.3702	6.4355
Q9TVU0;Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial;5-demethoxyubiquinone hydroxylase, mitochondrial	Coq7	6.7990	6.3492	6.3141	6.2750	6.4030	6.3798	6.3478	6.4016
A0A0B4JCU8;E4NKM4;Q9V8M5	3-hydroxyisobutyrate dehydrogenase;RH73972p;Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial	CG15093;CG15093-RB;Dmel\CG15093	6.6530	6.4751	6.3048	6.3582	6.2059	6.2486	6.2867	6.7345
Q8IRI5	Trio, isoform D	trio;trio-RE	6.1967	6.3752	6.5130	6.3710	6.4421	6.4989	6.3833	6.4844
A0A0B4LF49;A1Z8G0;B7YZF0;Q8T5S9	Menage a trois, isoform D;Menage a trois, isoform A;Menage a trois, isoform C;GH12103p	metro	6.4533	6.3488	6.3891	6.3603	6.4498	6.4638	6.4424	6.3565
Q9U9P7	Cytoplasmic phosphatidylinositol transfer protein 1	rdgBbeta	6.5327	6.3183	6.6269	6.3333	6.2947	6.0902	6.4623	6.5995
B5RIN9;Q8IPT9;Q8IPU0;Q961U7;Q9VP68	FI03684p (Fragment);SD05439p1;Uncharacterized protein, isoform B;GH06154p;Uncharacterized protein, isoform A	CG10512;CG10512-RA;Dmel\CG10512	6.3241	6.4175	6.4713	6.2805	6.4791	6.5029	6.3774	6.3968
A0A0B4KGN4;Q86BP3;Q9VI58	Tailor, isoform C;Tailor, isoform A;Terminal uridylyltransferase Tailor	Tailor	6.3740	6.4620	6.4688	6.5161	6.2919	6.3465	6.3501	6.4388
Q9VTG0	Phosphate transporter	NaPi-III	6.1690	6.4543	6.3193	6.4223	6.5562	6.6140	6.3745	6.3354
Q9VIM5;X2JAI2	Actin-related protein 2/3 complex subunit 2;Arp2/3 complex 34 kDa subunit	Arpc2	6.4704	6.3961	6.3812	6.3626	6.3785	6.3049	6.4559	6.4871
L7EEU0;L7EFC0;Q5LK12;Q5LK13;Q8SYQ3	RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase	Dbp80	NaN	6.4791	6.5078	6.3561	6.4885	6.4809	6.1635	6.3535
Q01583	Diacylglycerol kinase 1	Dgk;Dgk-RE	6.4101	6.4193	6.2942	6.4063	6.4136	6.4922	6.4493	6.3466
Q9V431	Apoptosis inhibitor 5 homolog	cass	6.5655	6.2879	6.3118	6.3405	6.4103	6.4045	6.4877	6.4213
M9MRX0;M9PFX9;Q7KUQ5;Q8IQQ3;Q8MYZ5;Q9VVB5;Q9VVB7	Limpet, isoform J;Limpet, isoform P;Limpet, isoform F;Limpet, isoform D;RE37250p;LD46723p;FI02842p	Lmpt	6.0028	6.8068	6.5696	6.6363	6.4546	6.4578	6.1410	6.1545
Q6NP69	GST-containing FLYWCH zinc-finger protein	gfzf	6.2304	6.3286	6.4761	6.3861	6.4658	6.4988	6.4374	6.4000
A0A6H2EDS1;B6IDZ4;Q9VDP5	Neuroligin 4, isoform F;GH07829p;Neuroligin 4, isoform B	Nlg4	6.6243	5.7728	5.6590	6.2500	6.8115	6.8940	6.6839	6.5130
Q9VG73	Interleukin enhancer-binding factor 2 homolog	CG5641	6.5120	6.3001	6.4435	6.3689	6.3185	6.3673	6.4884	6.4095
Q9VD40	RH23644p	Dmel\CG7084	6.4615	6.4201	6.4372	6.4203	6.3394	6.3981	6.4187	6.3090
Q95T89;Q9VY33	GH12331p;Defective proboscis extension response 8, isoform A	dpr8	6.5001	6.2438	6.3612	6.1950	6.5322	6.6025	6.3507	6.4130
Q9VQZ3	Uncharacterized protein, isoform A	Dmel\CG15431	6.3752	6.3079	6.2836	6.2428	6.3524	6.3614	6.6402	6.6341
A0A0B4LGH8;Q9W1D9	Oxysterol-binding protein;Oxysterol-binding protein	Dmel\CG3860	6.1946	6.3853	6.4584	6.4398	6.5100	6.5372	6.3648	6.3058
A0A0B4KI59;M4YQ43;Q8SYB8;Q9VAC9	Uncharacterized protein, isoform B;FI21105p1 (Fragment);RE73487p;Uncharacterized protein, isoform A	cg7903;CG7903;CG7903-RA	6.6968	6.3940	6.4015	6.1008	6.2598	6.3381	6.4537	6.5467
Q8T9G9;Q9VAU5	SD01389p;ANK_REP_REGION domain-containing protein	CG10011;Dmel\CG10011	6.4576	6.3511	6.3346	6.3512	6.3869	6.4445	6.4156	6.4488
A0A0B4LFQ7;A1ZAP1;Q8MSQ2	Uncharacterized protein, isoform B;FI21220p1;SD21944p	CG9646;Dmel\CG9646	6.2052	6.4980	6.5053	6.4790	6.4909	6.5397	6.1862	6.2833
A1Z8V7;Q8T8S0	FI16532p1;AT31643p	Vha36-2	6.1991	6.4198	6.4281	6.5536	6.2115	6.5134	6.4618	6.3961
Q9VI66	GH28833p	CG2640	6.0930	6.1578	6.5501	6.4725	6.5592	6.5685	6.3389	6.4401
Q6IDG3;Q9XTM1;S5MHR4	Exocyst complex component 5;Exocyst complex component 5;Exocyst complex component 5	;Sec10;sec10-RA	6.5074	6.2031	6.4132	6.3449	6.3755	6.4046	6.5383	6.3896
Q9V4C4	Synaptotagmin 7, isoform A	Syt7	6.5168	6.2540	6.3487	6.3399	6.4604	6.4967	6.3695	6.3888
Q5BHY9;Q9VDK7	Signal recognition particle subunit SRP72;Signal recognition particle subunit SRP72	Srp72	6.4352	6.4949	6.0501	6.5708	6.3896	6.4089	6.3552	6.4696
Q494L9;Q7KVR7;Q7KVR8;Q86B59;Q9W388	AP-1 complex subunit gamma;AP-1 complex subunit gamma;AP-1 complex subunit gamma;AP-1 complex subunit gamma;AP-1 complex subunit gamma	AP-1gamma		6.5641	6.9388	6.9626	6.5192	6.4161	5.7690	5.6077
D2NUG2;Q9XYZ9	MIP15314p;Glutathione S transferase E12, isoform A	CG16936-RA;GstE12	6.4884	6.4251	6.4229	6.4775	6.3570	6.3377	6.3805	6.2846
O62602;Q9U983	Licorne;MAPKK	lic	6.0916	6.5372	6.4938	6.5071	6.4788	6.5187	6.3694	6.1668
Q9VB02	Carnitine O-octanoyltransferase, isoform A	CROT	6.4805	6.6308	6.4932	6.5551	6.2779	6.3783	6.0395	6.3080
Q9VQ78	LD16031p	TBCD	6.5015	6.4013	6.4757	6.4126	6.1562	6.2385	6.3925	6.5801
Q24298	DE-cadherin	shg;shg-RA	6.7784	6.4370	6.3117	6.3556	6.0532	6.1027	6.5237	6.5856
Q9VTC1	RNA helicase	DmRH27	6.4249	6.3554	6.3599	6.3555	6.3305	6.4056	6.5065	6.4083
CON__P13646	Keratin, type I cytoskeletal 13	;KRT13;Krt20;KRT20;KRT24;Krt31;KRT31;KRT32;KRT33B;Krt35;KRT35;KRT36;KRT37;KRT38	6.8990	6.9006	6.8726	6.1576	5.6006	5.9329	5.9882	6.7734
Q0KI66;Q0KI67;Q7K523;Q8INC3;Q9VEZ0	Myosin heavy chain-like, isoform F;Myosin heavy chain-like, isoform G;GH15471p;Myosin heavy chain-like, isoform B;Myosin heavy chain-like, isoform A	Mhcl	6.3407	6.4055	6.5086	6.3655	6.3648	6.4171	6.4585	6.2622
Q7JRB2	RH09039p	Dmel\CG14591	6.2904	6.4061	6.3713	6.4103	6.3356	6.3544	6.4886	6.4563
A0A0B4KEP1;A0A0B4KF25;A0A0B4KFM5;A0A0B4KFX4;A0A0B4LFC1;A1Z9L0;A1Z9L2;Q8T076	Reduction in Cnn dots 1, isoform D;Reduction in Cnn dots 1, isoform E;Reduction in Cnn dots 1, isoform G;Reduction in Cnn dots 1, isoform F;Reduction in Cnn dots 1, isoform H;LD05087p;Reduction in Cnn dots 1, isoform C;LD22513p	Rcd1;Rcd1-RC	6.2974	6.3937	6.0132	6.4876	6.4914	6.5278	6.4320	6.4613
Q960G3;Q9VUH6	SD03094p;Myopic	mop	6.4899	6.3563	6.3924	6.4091	6.2330	6.2918	6.5038	6.4272
A0A0B4LG96;Q9W1L5	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 2, isoform E;Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2	Pal2	6.5300	6.2324	6.4182	6.2681	6.3606	6.3142	6.3730	6.5937
Q9Y134	L.2.35Df	Mtr4	6.1918	6.4667	6.4177	6.3851	6.3654	6.4595	6.3887	6.4136
A0A0B4JDC8;Q9VFD3	Uncharacterized protein, isoform C;Uncharacterized protein, isoform B	CG6934;CG6934-RA;Dmel\CG42788	6.4254	6.3886	6.4757	6.4054	6.3089	6.3007	6.3939	6.3856
Q9VLI9	Trafficking protein particle complex subunit	Trs23	6.3208	6.5902	6.4206	6.4749	6.5190	6.4517	6.3781	5.9204
M9NDM4;Q9V3J8	Will die slowly, isoform B;Protein will die slowly	wds	6.3975	6.4433	6.4535	6.4147	6.3236	6.3457	6.3908	6.3063
Q9VZE6	Ribosome biogenesis protein BRX1 homolog	CG11583	6.7870	6.2094	6.0221	5.9508	6.4881	6.5756	6.4732	6.5662
A0A0B4LFK0;D6W4V4;Q9V7S5;Q9V7S5-2	Picot, isoform C;RH11868p;Putative inorganic phosphate cotransporter;Putative inorganic phosphate cotransporter, Isoform A	Picot;Picot-RB	6.1454	6.3257	6.5948	6.4846	6.2486	6.2928	6.3944	6.5812
Q8T0R1;Q9VCQ6	GH12888p;Centaurin beta 1A	CenB1A	6.1553	6.2223	6.3331	6.5463	6.3764	6.4638	6.4136	6.5502
A0A1B2AJZ5;Q9VMC8	GEO12660p1 (Fragment);PHD finger-like domain-containing protein 5A	;Phf5a	6.6077	6.2140	6.3597	6.2570	6.3964	6.3933	6.3568	6.4702
A0A0B4KGD1;A0A0B4KHB1;E1JIN6;Q7KSE8;Q8IN94	Osa, isoform F;Osa, isoform E;Osa, isoform D;Osa, isoform C;Trithorax group protein osa	osa;osa-RC	6.3202	6.3129	6.2804	6.2229	6.5169	6.5276	6.4939	6.3791
A0A0B4KEW6;A0A0B4KFR7;Q7KLE5	Endophilin-A;Endophilin-A;Endophilin-A	Amph	6.6355	6.3186	6.2878	6.1946	6.3259	6.3629	6.3218	6.6005
Q8T8T9	AT30094p	Dmel\CG31717	5.8299	6.6440	6.5460	6.5353	6.5778	6.5943	6.1474	6.1723
A0A4D6K5H4;M9PH32;Q9W378;Q9Y111	Meiotic P26, isoform F;Meiotic P26, isoform C;FI01101p;BcDNA.GH10646	mei-P26	6.4601	6.8280	6.5550	6.7945	6.2413	5.7991	5.9077	6.4609
Q9VVX5	Lysophospholipid acyltransferase 5	nes	6.1644	6.4726	6.4546	6.5227	6.4870	6.5236	6.2386	6.1825
