Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD
UP000410492	Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid)	64391	30448	C:79.8%[S:59.4%,D:20.3%],F:7.5%,M:12.7%,n:2124	Outlier (high value)
UP000424527	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	215358	23960	C:78.8%[S:73.0%,D:5.8%],F:4.7%,M:16.5%,n:3640	Standard
UP000437017	Balaenoptera physalus (Fin whale) (Balaena physalus)	9770	19643	C:52.3%[S:51.8%,D:0.5%],F:13.9%,M:33.8%,n:13335	Standard
UP000440578	Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite)	1232801	26159	C:85.3%[S:52.2%,D:33.1%],F:5.8%,M:8.9%,n:1013	Unknown
UP000472240	Rhinolophus ferrumequinum (Greater horseshoe bat)	59479	33505	C:97.3%[S:63.2%,D:34.1%],F:0.7%,M:2.1%,n:12234	Standard
UP000472241	Lynx canadensis (Canada lynx)	61383	35025	C:93.5%[S:57.8%,D:35.7%],F:0.8%,M:5.7%,n:14502	Standard
UP000472260	Sinocyclocheilus anshuiensis	1608454	100275	C:95.1%[S:19.6%,D:75.5%],F:2.0%,M:2.9%,n:3640	Outlier (high value)
UP000472261	Phasianus colchicus (Common pheasant)	9054	25507	C:94.3%[S:67.1%,D:27.2%],F:2.0%,M:3.7%,n:8338	Standard
UP000472262	Sinocyclocheilus grahami (Dianchi golden-line fish) (Barbus grahami)	75366	102128	C:91.9%[S:24.6%,D:67.3%],F:3.2%,M:4.8%,n:3640	Outlier (high value)
UP000472263	Myripristis murdjan (pinecone soldierfish)	586833	55955	C:95.4%[S:52.6%,D:42.9%],F:1.6%,M:2.9%,n:3640	Outlier (high value)
UP000472264	Echeneis naucrates (Live sharksucker)	173247	54685	C:96.1%[S:54.0%,D:42.1%],F:1.4%,M:2.5%,n:3640	Outlier (high value)
UP000472265	Sparus aurata (Gilthead sea bream)	8175	69200	C:97.1%[S:47.0%,D:50.1%],F:1.2%,M:1.7%,n:3640	Outlier (high value)
UP000472266	Strigops habroptila (Kakapo)	2489341	24357	C:93.2%[S:70.6%,D:22.6%],F:2.5%,M:4.3%,n:8338	Outlier (high value)
UP000472267	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	181472	55738	C:92.9%[S:51.2%,D:41.7%],F:2.2%,M:4.9%,n:3640	Outlier (high value)
UP000472268	Suricata suricatta (Meerkat)	37032	37193	C:92.8%[S:53.5%,D:39.2%],F:1.1%,M:6.1%,n:14502	Standard
UP000472269	Athene cunicularia (Burrowing owl) (Speotyto cunicularia)	194338	22627	C:90.9%[S:67.3%,D:23.6%],F:3.3%,M:5.9%,n:8338	Outlier (high value)
UP000472270	Sinocyclocheilus rhinocerous	307959	97524	C:94.4%[S:20.5%,D:73.9%],F:2.3%,M:3.4%,n:3640	Outlier (high value)
UP000472271	Sphaeramia orbicularis (orbiculate cardinalfish)	375764	57747	C:94.3%[S:52.0%,D:42.4%],F:1.6%,M:4.1%,n:3640	Outlier (high value)
UP000472272	Podarcis muralis (Wall lizard) (Lacerta muralis)	64176	36445	C:92.0%[S:58.6%,D:33.4%],F:2.4%,M:5.6%,n:7480	Unknown
UP000472273	Pseudonaja textilis (Eastern brown snake)	8673	27546	C:85.7%[S:64.6%,D:21.1%],F:3.9%,M:10.4%,n:7480	Unknown
UP000472274	Terrapene carolina triunguis (Three-toed box turtle)	2587831	31610	C:92.4%[S:66.2%,D:26.1%],F:2.9%,M:4.7%,n:7480	Unknown
UP000472275	Aquila chrysaetos chrysaetos	223781	24817	C:95.7%[S:69.8%,D:25.8%],F:1.6%,M:2.8%,n:8338	Outlier (high value)
UP000472276	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	47969	58969	C:96.3%[S:53.2%,D:43.1%],F:1.5%,M:2.3%,n:3640	Outlier (high value)
UP000472277	Salmo trutta (Brown trout)	8032	114752	C:97.9%[S:26.3%,D:71.6%],F:0.6%,M:1.5%,n:3640	Outlier (high value)
UP000475037	Crocuta crocuta (Spotted hyena)	9678	16983	C:74.0%[S:73.4%,D:0.6%],F:2.4%,M:23.6%,n:14502	Standard
UP000475862	Aphis glycines (Soybean aphid)	307491	18358	C:84.5%[S:83.3%,D:1.2%],F:0.8%,M:14.7%,n:2510	Standard
UP000479190	Trichogramma brassicae	86971	16797	C:48.6%[S:47.7%,D:0.9%],F:7.3%,M:44.1%,n:5991	Standard
UP000479987	Nylanderia fulva	613905	426	C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:5991	Standard
UP000488831	Halicephalobus sp. NKZ332	2598192	10967	C:70.8%[S:69.3%,D:1.5%],F:2.0%,M:27.1%,n:3131	Standard
UP000492821	Panagrellus redivivus (Microworm)	6233	26326	C:76.4%[S:64.3%,D:12.1%],F:1.3%,M:22.3%,n:3131	Outlier (high value)
UP000494040	Cimex lectularius (Bed bug) (Acanthia lectularia)	79782	20637	C:91.9%[S:64.9%,D:27.0%],F:0.0%,M:8.0%,n:2510	Outlier (high value)
UP000494163	Drosophila busckii (Fruit fly)	30019	11911	C:92.9%[S:89.6%,D:3.3%],F:1.2%,M:5.9%,n:3285	Outlier (high value)
UP000502089	Coregonus sp. 'balchen'	861768	41641	C:76.7%[S:57.8%,D:18.9%],F:7.7%,M:15.6%,n:3640	Outlier (high value)
UP000502823	Coptotermes formosanus (Formosan subterranean termite)	36987	12806	C:90.2%[S:88.3%,D:1.9%],F:4.8%,M:5.0%,n:1367	Standard
UP000503349	Channa argus (northern snakehead)	215402	22264	C:89.2%[S:87.9%,D:1.3%],F:1.7%,M:9.1%,n:3640	Standard
UP000504601	Peromyscus maniculatus bairdii (Prairie deer mouse)	230844	37544	C:82.1%[S:56.5%,D:25.6%],F:0.3%,M:17.6%,n:13798	Outlier (high value)
UP000504602	Geospiza fortis (Medium ground-finch)	48883	19334	C:97.2%[S:77.8%,D:19.4%],F:1.4%,M:1.4%,n:10844	Outlier (high value)
UP000504605	Vicugna pacos (Alpaca) (Lama pacos)	30538	36876	C:97.2%[S:55.7%,D:41.5%],F:1.7%,M:1.1%,n:13335	Outlier (high value)
UP000504606	Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis)	133901	20529	C:98.8%[S:70.5%,D:28.2%],F:0.7%,M:0.6%,n:1367	Outlier (high value)
UP000504611	Notothenia coriiceps (black rockcod)	8208	30152	C:78.3%[S:59.3%,D:19.0%],F:16.5%,M:5.2%,n:3640	Outlier (high value)
UP000504612	Notechis scutatus (mainland tiger snake)	8663	26729	C:90.7%[S:56.0%,D:34.7%],F:3.1%,M:6.2%,n:7480	Unknown
UP000504613	Odocoileus virginianus texanus	9880	37241	C:96.2%[S:51.1%,D:45.1%],F:2.4%,M:1.4%,n:13335	Outlier (high value)
UP000504614	Galleria mellonella (Greater wax moth)	7137	18326	C:94.8%[S:71.2%,D:23.6%],F:3.2%,M:2.1%,n:5286	Outlier (high value)
UP000504615	Pogonomyrmex barbatus (red harvester ant)	144034	16156	C:96.4%[S:62.9%,D:33.5%],F:2.5%,M:1.1%,n:5991	Outlier (high value)
UP000504616	Bactrocera dorsalis (Oriental fruit fly) (Dacus dorsalis)	27457	15981	C:98.8%[S:70.0%,D:28.8%],F:0.5%,M:0.8%,n:3285	Outlier (high value)
UP000504617	Thamnophis sirtalis	35019	22897	C:79.0%[S:58.1%,D:20.9%],F:7.8%,M:13.1%,n:7480	Unknown
UP000504618	Temnothorax curvispinosus	300111	21925	C:94.7%[S:50.2%,D:44.5%],F:2.4%,M:3.0%,n:5991	Outlier (high value)
UP000504619	Pogona vitticeps (central bearded dragon)	103695	31185	C:97.4%[S:52.9%,D:44.5%],F:0.9%,M:1.7%,n:7480	Unknown
UP000504620	Bicyclus anynana (Squinting bush brown butterfly)	110368	19396	C:99.0%[S:72.5%,D:26.6%],F:0.3%,M:0.7%,n:5286	Outlier (high value)
UP000504622	Neodiprion lecontei (Redheaded pine sawfly)	441921	14458	C:98.4%[S:73.5%,D:24.9%],F:0.5%,M:1.1%,n:5991	Standard
UP000504623	Chrysochloris asiatica (Cape golden mole)	185453	24930	C:97.5%[S:82.2%,D:15.4%],F:0.9%,M:1.5%,n:11366	Standard
UP000504626	Acinonyx jubatus (Cheetah)	32536	45312	C:99.4%[S:43.4%,D:55.9%],F:0.2%,M:0.5%,n:14502	Outlier (high value)
UP000504627	Pipra filicauda (Wire-tailed manakin)	649802	29436	C:97.9%[S:51.1%,D:46.9%],F:0.5%,M:1.6%,n:10844	Outlier (high value)
UP000504628	Phyllostomus discolor (pale spear-nosed bat)	89673	38810	C:98.5%[S:49.2%,D:49.3%],F:0.3%,M:1.2%,n:12234	Outlier (high value)
UP000504629	Bombyx mandarina (Wild silk moth) (Wild silkworm)	7092	17281	C:94.6%[S:67.3%,D:27.3%],F:0.3%,M:5.1%,n:5286	Outlier (high value)
UP000504630	Cottoperca gobio (Frogmouth) (Aphritis gobio)	56716	32862	C:95.6%[S:66.2%,D:29.4%],F:0.7%,M:3.8%,n:3640	Outlier (high value)
UP000504631	Bombus vosnesenskii	207650	19375	C:99.3%[S:50.4%,D:48.9%],F:0.2%,M:0.6%,n:5991	Outlier (high value)
UP000504632	Chanos chanos (Milkfish) (Mugil chanos)	29144	28995	C:98.6%[S:82.2%,D:16.4%],F:0.2%,M:1.2%,n:3640	Standard
UP000504634	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis)	7225	17832	C:99.7%[S:73.1%,D:26.6%],F:0.0%,M:0.3%,n:3285	Outlier (high value)
UP000504635	Sitophilus oryzae (Rice weevil) (Curculio oryzae)	7048	20351	C:98.4%[S:68.1%,D:30.3%],F:0.2%,M:1.4%,n:2124	Outlier (high value)
UP000504639	Aythya fuligula (Tufted duck) (Anas fuligula)	219594	24034	C:99.1%[S:66.4%,D:32.7%],F:0.1%,M:0.8%,n:8338	Outlier (high value)
UP000504640	Sapajus apella (Brown-capped capuchin) (Cebus apella)	9515	49367	C:98.2%[S:41.6%,D:56.6%],F:1.0%,M:0.8%,n:13780	Outlier (high value)
UP000507470	Mytilus coruscus (Sea mussel)	42192	64248	C:78.7%[S:58.2%,D:20.5%],F:2.2%,M:19.1%,n:5295	Unknown
UP000515129	Carassius auratus (Goldfish)	7957	82978	C:99.3%[S:24.6%,D:74.7%],F:0.2%,M:0.5%,n:3640	Outlier (high value)
UP000515131	Puma concolor (Mountain lion) (Felis concolor)	9696	22838	C:87.9%[S:73.4%,D:14.6%],F:3.2%,M:8.9%,n:14502	Standard
UP000515132	Bos indicus (Zebu)	9915	30777	C:93.1%[S:58.9%,D:34.2%],F:2.1%,M:4.8%,n:13335	Outlier (high value)
UP000515135	Branchiostoma belcheri (Amphioxus)	7741	31614	C:98.6%[S:75.3%,D:23.4%],F:0.8%,M:0.5%,n:954	Unknown
UP000515140	Phascolarctos cinereus (Koala)	38626	37681	C:98.1%[S:51.3%,D:46.8%],F:0.4%,M:1.4%,n:9226	Outlier (high value)
UP000515145	Parambassis ranga (Indian glassy fish)	210632	35559	C:99.6%[S:68.2%,D:31.4%],F:0.2%,M:0.3%,n:3640	Outlier (high value)
UP000515146	Dermatophagoides pteronyssinus (European house dust mite)	6956	12470	C:95.5%[S:84.4%,D:11.1%],F:0.2%,M:4.2%,n:2934	Standard
UP000515147	Diabrotica virgifera virgifera (western corn rootworm)	50390	25502	C:94.4%[S:73.0%,D:21.4%],F:3.1%,M:2.5%,n:2124	Outlier (high value)
UP000515154	Octopus vulgaris (Common octopus)	6645	30331	C:90.8%[S:47.6%,D:43.3%],F:1.5%,M:7.7%,n:5295	Unknown
UP000515156	Microcaecilia unicolor	1415580	30305	C:96.9%[S:53.6%,D:43.2%],F:0.5%,M:2.6%,n:5310	Unknown
UP000515157	Pantherophis guttatus (Corn snake) (Elaphe guttata)	94885	33951	C:94.1%[S:46.9%,D:47.2%],F:1.7%,M:4.2%,n:7480	Unknown
UP000515158	Thrips palmi (Melon thrips)	161013	20971	C:97.7%[S:65.1%,D:32.6%],F:0.1%,M:2.1%,n:1367	Outlier (high value)
UP000515159	Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	260995	38690	C:96.7%[S:37.9%,D:58.8%],F:0.6%,M:2.7%,n:5310	Unknown
UP000515160	Drosophila albomicans (Fruit fly)	7291	19749	C:97.6%[S:69.0%,D:28.6%],F:0.0%,M:2.4%,n:3285	Outlier (high value)
UP000515161	Gymnodraco acuticeps (Antarctic dragonfish)	8218	39919	C:96.3%[S:64.8%,D:31.5%],F:0.6%,M:3.1%,n:3640	Outlier (high value)
UP000515163	Actinia tenebrosa (Australian red waratah sea anemone)	6105	23830	C:97.3%[S:85.8%,D:11.4%],F:1.4%,M:1.4%,n:954	Unknown
UP000515200	Drosophila kikkawai (Fruit fly)	30033	19992	C:97.9%[S:72.5%,D:25.4%],F:0.0%,M:2.1%,n:3285	Outlier (high value)
UP000515202	Pteropus vampyrus (Large flying fox)	132908	34794	C:94.9%[S:54.3%,D:40.6%],F:2.9%,M:2.2%,n:12234	Outlier (high value)
UP000515203	Octodon degus (Degu) (Sciurus degus)	10160	35453	C:97.5%[S:54.0%,D:43.5%],F:1.5%,M:1.0%,n:13798	Outlier (high value)
UP000515204	Dinoponera quadriceps (South American ant)	609295	17673	C:98.6%[S:52.1%,D:46.5%],F:0.8%,M:0.6%,n:5991	Outlier (high value)
UP000515208	Bison bison bison	43346	29577	C:95.4%[S:64.4%,D:31.1%],F:2.5%,M:2.1%,n:13335	Outlier (high value)
UP000515209	Drosophila rhopaloa (Fruit fly)	1041015	21090	C:90.2%[S:67.6%,D:22.6%],F:0.2%,M:9.6%,n:3285	Outlier (high value)
UP000516988	Steatornis caripensis (Oilbird)	48435	14501	C:78.5%[S:78.1%,D:0.4%],F:6.8%,M:14.6%,n:8338	Close to standard (high value)
UP000517678	Cnemophilus loriae (Loria's bird-of-paradise)	254448	14099	C:76.2%[S:76.0%,D:0.2%],F:5.0%,M:18.7%,n:10844	Standard
UP000517892	Centropus unirufus	1118519	13993	C:79.8%[S:79.4%,D:0.4%],F:6.2%,M:14.1%,n:8338	Standard
UP000518266	Dissostichus mawsoni (Antarctic cod)	36200	29104	C:68.1%[S:65.9%,D:2.2%],F:7.9%,M:24.0%,n:3640	Standard
UP000518305	Hemiprocne comata	243314	13784	C:77.6%[S:77.3%,D:0.3%],F:6.6%,M:15.8%,n:8338	Standard
UP000518911	Atlantisia rogersi (Inaccessible Island rail)	2478892	13649	C:60.8%[S:60.6%,D:0.2%],F:12.1%,M:27.0%,n:8338	Standard
UP000519115	Spizaetus tyrannus (black hawk-eagle)	252798	14343	C:79.5%[S:79.3%,D:0.2%],F:5.9%,M:14.6%,n:8338	Close to standard (high value)
UP000519225	Pluvianellus socialis (Magellanic plover)	227228	14306	C:76.6%[S:76.3%,D:0.3%],F:7.6%,M:15.8%,n:8338	Close to standard (high value)
UP000519239	Ceuthmochares aereus	1961834	12202	C:69.4%[S:69.0%,D:0.3%],F:8.3%,M:22.3%,n:8338	Standard
UP000519684	Catharus fuscescens (Veery)	159581	13906	C:71.7%[S:71.5%,D:0.2%],F:6.2%,M:22.1%,n:10844	Standard
UP000520463	Formicarius rufipectus	1118560	13577	C:73.2%[S:73.0%,D:0.2%],F:5.3%,M:21.5%,n:10844	Standard
UP000520535	Brachypteracias leptosomus (short-legged ground-roller)	135165	13408	C:71.2%[S:70.9%,D:0.3%],F:7.6%,M:21.2%,n:8338	Standard
UP000520962	Piprites chloris (Wing-barred manakin)	114369	14125	C:77.4%[S:77.2%,D:0.2%],F:4.6%,M:17.9%,n:10844	Standard
UP000521322	Dasyornis broadbenti (rufous bristle-bird)	243059	14364	C:77.2%[S:77.0%,D:0.2%],F:4.7%,M:18.1%,n:10844	Close to standard (high value)
UP000521578	Menura novaehollandiae (superb lyrebird)	47692	665	C:4.1%[S:4.1%,D:0.0%],F:0.3%,M:95.6%,n:10844	Outlier (low value)
UP000522270	Pterocles burchelli	2585816	13839	C:78.8%[S:78.4%,D:0.4%],F:6.5%,M:14.7%,n:8338	Standard
UP000522331	Leucopsar rothschildi (Bali myna) (Rothschild's mynah)	127929	13433	C:73.1%[S:73.0%,D:0.1%],F:5.4%,M:21.5%,n:10844	Standard
UP000522663	Odontophorus gujanensis (marbled wood quail)	886794	13809	C:81.2%[S:80.8%,D:0.3%],F:4.9%,M:13.9%,n:8338	Standard
UP000523146	Toxostoma redivivum (California thrasher)	99882	14127	C:75.6%[S:75.3%,D:0.3%],F:5.3%,M:19.1%,n:10844	Standard
UP000523279	Dicaeum eximium	667154	13622	C:74.7%[S:74.5%,D:0.2%],F:4.7%,M:20.6%,n:10844	Standard
UP000524007	Leiothrix lutea (Red-billed leiothrix) (Sylvia lutea)	36275	13253	C:66.0%[S:65.7%,D:0.2%],F:6.6%,M:27.4%,n:10844	Standard
UP000524451	Cettia cetti	68486	14828	C:70.1%[S:69.9%,D:0.2%],F:7.7%,M:22.1%,n:10844	Close to standard (high value)
UP000524542	Urocynchramus pylzowi	571890	13671	C:75.7%[S:75.5%,D:0.2%],F:5.0%,M:19.2%,n:10844	Standard
UP000524558	Chroicocephalus maculipennis (Brown-hooded gull) (Larus maculipennis)	287016	13922	C:74.3%[S:73.9%,D:0.5%],F:7.3%,M:18.4%,n:8338	Standard
UP000525089	Pachyramphus minor	369605	13717	C:73.5%[S:73.3%,D:0.2%],F:5.2%,M:21.3%,n:10844	Standard
UP000525158	Smutsornis africanus (Double-banded courser) (Rhinoptilus africanus)	240209	13665	C:78.1%[S:77.8%,D:0.4%],F:6.5%,M:15.4%,n:8338	Standard
UP000525205	Cochlearius cochlearius (Boat-billed heron)	110676	14058	C:80.9%[S:80.5%,D:0.4%],F:5.7%,M:13.4%,n:8338	Standard
UP000525319	Drymodes brunneopygia	626378	13533	C:69.8%[S:69.5%,D:0.3%],F:6.0%,M:24.2%,n:10844	Standard
UP000525416	Rynchops niger (Black skimmer)	227184	14305	C:80.5%[S:80.2%,D:0.3%],F:6.0%,M:13.5%,n:8338	Close to standard (high value)
UP000525554	Ephemera danica	1049336	541	C:86.8%[S:85.2%,D:1.5%],F:6.1%,M:7.1%,n:1367	Standard
UP000525565	Asarcornis scutulata	75869	14696	C:82.2%[S:81.9%,D:0.3%],F:5.3%,M:12.5%,n:8338	Standard
UP000525714	Mionectes macconnelli (McConnell's flycatcher)	254557	14138	C:76.4%[S:76.1%,D:0.4%],F:5.2%,M:18.4%,n:10844	Close to standard (high value)
UP000526602	Orthonyx spaldingii (Chowchilla)	38397	14263	C:77.2%[S:77.0%,D:0.2%],F:4.7%,M:18.1%,n:10844	Close to standard (high value)
UP000526889	Edolisoma coerulescens	2585810	13645	C:73.6%[S:73.4%,D:0.2%],F:5.3%,M:21.2%,n:10844	Standard
UP000526942	Corythaixoides concolor (Grey go-away-bird)	103956	14210	C:79.5%[S:79.2%,D:0.3%],F:5.9%,M:14.6%,n:8338	Standard
UP000527178	Hippolais icterina (icterine warbler)	68497	13629	C:73.5%[S:73.3%,D:0.2%],F:5.5%,M:21.0%,n:10844	Standard
UP000527232	Oceanodroma tethys (Wedge-rumped storm-petrel) (Hydrobates tethys)	79633	13990	C:78.6%[S:78.3%,D:0.4%],F:6.2%,M:15.2%,n:8338	Standard
UP000527355	Myotis myotis (Greater mouse-eared bat)	51298	45799	C:95.2%[S:55.7%,D:39.6%],F:0.5%,M:4.3%,n:12234	Outlier (high value)
UP000528411	Balaeniceps rex (Shoebill)	33584	12216	C:57.0%[S:56.6%,D:0.4%],F:8.5%,M:34.5%,n:8338	Standard
UP000528690	Anhinga rufa (African darter)	317792	10475	C:44.6%[S:44.4%,D:0.2%],F:11.0%,M:44.4%,n:8338	Close to standard (low value)
UP000529728	Regulus satrapa (Golden-crowned kinglet)	13245	12984	C:69.8%[S:69.5%,D:0.2%],F:6.3%,M:23.9%,n:10844	Close to standard (low value)
UP000529852	Furnarius figulus	463165	13848	C:74.2%[S:73.9%,D:0.2%],F:5.0%,M:20.9%,n:10844	Standard
UP000529965	Erithacus rubecula (European robin)	37610	13660	C:75.5%[S:75.3%,D:0.2%],F:5.2%,M:19.3%,n:10844	Standard
UP000530263	Columbina picui (Picui ground-dove)	115618	12280	C:68.8%[S:68.5%,D:0.3%],F:7.1%,M:24.1%,n:8338	Standard
UP000530962	Irena cyanogastra (Philippine fairy-bluebird)	175120	14199	C:74.7%[S:74.4%,D:0.3%],F:5.5%,M:19.8%,n:10844	Standard
UP000531151	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	8947	13463	C:67.6%[S:67.3%,D:0.3%],F:9.8%,M:22.6%,n:8338	Standard
UP000531168	Amazona guildingii	175529	14181	C:79.1%[S:78.7%,D:0.4%],F:6.2%,M:14.7%,n:8338	Standard
UP000531559	Nothocercus julius	2585813	13353	C:77.5%[S:77.1%,D:0.4%],F:5.9%,M:16.6%,n:8338	Standard
UP000531938	Nothoprocta ornata	83376	13721	C:78.8%[S:78.5%,D:0.4%],F:5.8%,M:15.3%,n:8338	Standard
UP000532252	Motacilla alba (White wagtail) (Pied wagtail)	45807	13502	C:73.6%[S:73.3%,D:0.3%],F:5.5%,M:21.0%,n:10844	Standard
UP000532437	Erythrocercus mccallii	107208	14010	C:71.5%[S:71.1%,D:0.4%],F:6.5%,M:22.0%,n:10844	Standard
UP000532545	Bombycilla garrulus (Bohemian waxwing) (Lanius garrulus)	125297	13775	C:73.9%[S:73.6%,D:0.2%],F:5.4%,M:20.8%,n:10844	Standard
UP000532908	Stercorarius parasiticus (Parasitic jaeger) (Arctic skua)	54059	13851	C:78.0%[S:77.6%,D:0.4%],F:5.9%,M:16.2%,n:8338	Standard
UP000533896	Lophotis ruficrista	172689	13899	C:80.0%[S:79.8%,D:0.3%],F:5.8%,M:14.1%,n:8338	Standard
UP000533954	Eudromia elegans (Elegant crested-tinamou)	8805	13636	C:79.6%[S:79.3%,D:0.3%],F:5.7%,M:14.6%,n:8338	Standard
UP000534107	Bucco capensis (collared puffbird)	135168	14383	C:77.6%[S:77.3%,D:0.3%],F:6.2%,M:16.2%,n:8338	Close to standard (high value)
UP000534407	Oriolus oriolus (Eurasian golden oriole) (Coracias oriolus)	181099	13920	C:75.7%[S:75.5%,D:0.2%],F:5.3%,M:19.0%,n:10844	Standard
UP000534426	Crypturellus undulatus	48396	14020	C:75.1%[S:74.6%,D:0.5%],F:7.3%,M:17.6%,n:8338	Standard
UP000534626	Falcunculus frontatus (Eastern shriketit)	254539	14436	C:76.9%[S:76.7%,D:0.2%],F:5.2%,M:17.9%,n:10844	Close to standard (high value)
UP000534634	Illadopsis cleaveri (blackcap illadopsis)	201329	13397	C:72.7%[S:72.5%,D:0.2%],F:5.5%,M:21.8%,n:10844	Standard
UP000534930	Myiagra hebetior	381031	13880	C:75.4%[S:75.1%,D:0.3%],F:5.3%,M:19.3%,n:10844	Standard
UP000535403	Calonectris borealis (Cory's shearwater)	1323832	14417	C:72.6%[S:72.3%,D:0.2%],F:9.4%,M:18.0%,n:8338	Close to standard (high value)
UP000535705	Pycnonotus jocosus (Red-whiskered bulbul) (Lanius jocosus)	182897	13881	C:71.6%[S:71.4%,D:0.2%],F:6.3%,M:22.2%,n:10844	Close to standard (high value)
UP000536033	Alca torda (Razorbill)	28689	13958	C:76.5%[S:76.2%,D:0.3%],F:7.3%,M:16.2%,n:8338	Standard
UP000536092	Certhia brachydactyla (short-toed tree-creeper)	73330	13859	C:75.8%[S:75.6%,D:0.2%],F:5.1%,M:19.1%,n:10844	Standard
UP000536260	Syrrhaptes paradoxus (Pallas's sandgrouse)	302527	13505	C:65.7%[S:65.4%,D:0.3%],F:9.4%,M:25.0%,n:8338	Standard
UP000536381	Semnornis frantzii	91796	10801	C:48.2%[S:48.0%,D:0.1%],F:10.8%,M:41.0%,n:8338	Close to standard (low value)
UP000537039	Ciconia maguari	52777	13285	C:78.2%[S:77.9%,D:0.3%],F:6.4%,M:15.4%,n:8338	Standard
UP000537234	Dicrurus megarhynchus	450177	14215	C:77.1%[S:76.9%,D:0.2%],F:4.8%,M:18.1%,n:10844	Close to standard (high value)
UP000537522	Chauna torquata (Southern screamer)	30388	13466	C:73.2%[S:72.9%,D:0.3%],F:6.8%,M:20.0%,n:8338	Standard
UP000537747	Mystacornis crossleyi	98133	10563	C:39.4%[S:39.3%,D:0.1%],F:9.4%,M:51.2%,n:10844	Outlier (low value)
UP000537779	Tyrannus savana (Fork-tailed flycatcher) (Muscivora tyrannus)	137541	13553	C:72.2%[S:71.9%,D:0.3%],F:5.5%,M:22.3%,n:10844	Standard
UP000537927	Rhegmatorhina hoffmannsi (white-breasted antbird)	468512	12330	C:68.2%[S:68.1%,D:0.1%],F:5.0%,M:26.8%,n:10844	Close to standard (low value)
UP000538472	Nyctibius bracteatus (Rufous potoo)	48426	13937	C:77.9%[S:77.6%,D:0.3%],F:6.3%,M:15.8%,n:8338	Standard
UP000538515	Sylvia borin (Garden warbler)	73324	13496	C:74.0%[S:73.8%,D:0.2%],F:5.2%,M:20.8%,n:10844	Standard
UP000538725	Melanocharis versteri (Fan-tailed berrypecker)	254552	13955	C:76.1%[S:75.9%,D:0.2%],F:5.3%,M:18.6%,n:10844	Standard
UP000539032	Scopus umbretta (Hammerkop)	33581	12270	C:57.7%[S:57.4%,D:0.3%],F:10.7%,M:31.6%,n:8338	Standard
UP000539599	Sagittarius serpentarius (Secretary bird)	56258	12811	C:66.9%[S:66.6%,D:0.3%],F:8.7%,M:24.4%,n:8338	Standard
UP000539920	Ploceus nigricollis	441696	13506	C:74.6%[S:74.3%,D:0.3%],F:5.2%,M:20.2%,n:10844	Standard
UP000540071	Poecile atricapillus (Black-capped chickadee) (Parus atricapillus)	48891	14163	C:77.6%[S:77.4%,D:0.2%],F:5.1%,M:17.3%,n:10844	Close to standard (high value)
UP000540089	Rissa tridactyla (Black-legged kittiwake) (Larus tridactyla)	75485	14770	C:81.9%[S:81.5%,D:0.4%],F:5.7%,M:12.4%,n:8338	Close to standard (high value)
UP000540150	Eulacestoma nigropectus (wattled ploughbill)	461239	14287	C:77.7%[S:77.5%,D:0.2%],F:4.9%,M:17.4%,n:10844	Close to standard (high value)
UP000540762	Brachypodius atriceps (black-headed bulbul)	182895	12859	C:71.8%[S:71.7%,D:0.1%],F:5.1%,M:23.1%,n:10844	Close to standard (low value)
UP000540952	Tachuris rubrigastra	495162	14316	C:76.8%[S:76.5%,D:0.3%],F:5.1%,M:18.1%,n:10844	Close to standard (high value)
UP000541181	Chunga burmeisteri (Black-legged seriema)	1352770	14396	C:80.4%[S:80.1%,D:0.3%],F:5.7%,M:13.9%,n:8338	Close to standard (high value)
UP000541249	Eurystomus gularis	325343	13936	C:76.4%[S:76.1%,D:0.3%],F:7.1%,M:16.4%,n:8338	Standard
UP000541332	Alopecoenas beccarii (Western bronze ground-dove)	262131	14573	C:78.9%[S:78.6%,D:0.3%],F:6.3%,M:14.8%,n:8338	Close to standard (high value)
UP000541605	Chaetorhynchus papuensis (pygmy drongo)	254446	14303	C:76.7%[S:76.3%,D:0.4%],F:5.5%,M:17.9%,n:10844	Close to standard (high value)
UP000541811	Arenaria interpres (Ruddy turnstone) (Tringa interpres)	54971	13845	C:76.0%[S:75.7%,D:0.3%],F:7.5%,M:16.6%,n:8338	Standard
UP000542358	Oreocharis arfaki (tit berrypecker)	979223	13980	C:75.7%[S:75.6%,D:0.1%],F:5.5%,M:18.8%,n:10844	Outlier (high value)
UP000542434	Ciccaba nigrolineata	1118524	13820	C:78.2%[S:77.8%,D:0.4%],F:6.2%,M:15.5%,n:8338	Standard
UP000542689	Ifrita kowaldi (blue-capped ifrita)	461245	14004	C:75.1%[S:74.9%,D:0.2%],F:5.7%,M:19.1%,n:10844	Standard
