Orthogroup	drosophila_melanogaster_filt	drosophila_persimilis_filt	drosophila_pseudoobscura_filt	drosophila_sechellia_filt	drosophila_simulans_filt	drosophila_subobscura_filt
OG0005304	lcl|NT_033778.4_cds_NP_610599.3_12873	lcl|NW_020825289.1_cds_XP_002017660.2_7837	lcl|NC_046680.1_cds_XP_001361748.3_10605	lcl|NC_045950.1_cds_XP_032570845.1_5465	lcl|NC_052521.2_cds_XP_016026937.1_6134	lcl|NC_048531.1_cds_XP_034650779.1_5270
OG0005305	lcl|NT_033778.4_cds_NP_610600.1_12874	lcl|NW_020825289.1_cds_XP_002017661.1_7836	lcl|NC_046680.1_cds_XP_001361747.2_10604	lcl|NC_045950.1_cds_XP_002033277.2_5467	lcl|NC_052521.2_cds_XP_002080937.2_6136	lcl|NC_048531.1_cds_XP_034651817.1_5271
OG0005306	lcl|NT_033778.4_cds_NP_610601.1_12875	lcl|NW_020825289.1_cds_XP_002017662.1_7835	lcl|NC_046680.1_cds_XP_002138842.1_10603	lcl|NC_045950.1_cds_XP_002033278.2_5468	lcl|NC_052521.2_cds_XP_002080938.2_6137	lcl|NC_048531.1_cds_XP_034651818.1_5272
OG0005307	lcl|NT_033778.4_cds_NP_001260871.1_12877	lcl|NW_020825289.1_cds_XP_026842292.1_7834	lcl|NC_046680.1_cds_XP_033234609.1_10600	lcl|NC_045950.1_cds_XP_032571182.1_5469	lcl|NC_052521.2_cds_XP_039147248.1_6138	lcl|NC_048531.1_cds_XP_034653145.1_5273
OG0005308	lcl|NT_033778.4_cds_NP_001356961.1_12884	lcl|NW_020825289.1_cds_XP_002017666.1_7833	lcl|NC_046680.1_cds_XP_001361745.1_10597	lcl|NC_045950.1_cds_XP_002033283.1_5473	lcl|NC_052521.2_cds_XP_016026939.1_6142	lcl|NC_048531.1_cds_XP_034653151.1_5275
OG0005309	lcl|NT_033778.4_cds_NP_610602.2_12886	lcl|NW_020825289.1_cds_XP_002017667.2_7832	lcl|NC_046680.1_cds_XP_001361744.3_10596	lcl|NC_045950.1_cds_XP_002033284.2_5474	lcl|NC_052521.2_cds_XP_002080942.1_6143	lcl|NC_048531.1_cds_XP_034653148.1_5277
OG0005310	lcl|NT_033778.4_cds_NP_610603.2_12887	lcl|NW_020825289.1_cds_XP_002017668.1_7831	lcl|NC_046680.1_cds_XP_001361743.2_10595	lcl|NC_045950.1_cds_XP_032570918.1_5475	lcl|NC_052521.2_cds_XP_002080943.1_6144	lcl|NC_048531.1_cds_XP_034653149.1_5278
OG0005311	lcl|NT_033778.4_cds_NP_001097261.1_12892	lcl|NW_020825289.1_cds_XP_026840780.1_7830	lcl|NC_046680.1_cds_XP_004444449.1_10593	lcl|NC_045950.1_cds_XP_032570921.1_5478	lcl|NC_052521.2_cds_XP_016026941.1_6146	lcl|NC_048531.1_cds_XP_034653153.1_5280
OG0005312	lcl|NT_033778.4_cds_NP_610605.1_12895	lcl|NW_020825289.1_cds_XP_002017670.1_7828	lcl|NC_046680.1_cds_XP_001361741.2_10591	lcl|NC_045950.1_cds_XP_032570919.1_5479	lcl|NC_052521.2_cds_XP_016026943.1_6147	lcl|NC_048531.1_cds_XP_034653150.1_5282
OG0005313	lcl|NT_033778.4_cds_NP_788324.1_12896	lcl|NW_020825289.1_cds_XP_026842691.1_7826	lcl|NC_046680.1_cds_XP_001361740.3_10589	lcl|NC_045950.1_cds_XP_002033289.1_5480	lcl|NC_052521.2_cds_XP_016026944.1_6148	lcl|NC_048531.1_cds_XP_034653691.1_5284
OG0005314	lcl|NT_033778.4_cds_NP_610609.1_12901	lcl|NW_020825289.1_cds_XP_002017675.1_7824	lcl|NC_046680.1_cds_XP_001361739.2_10586	lcl|NC_045950.1_cds_XP_002033292.1_5486	lcl|NC_052521.2_cds_XP_002080949.1_6155	lcl|NC_048531.1_cds_XP_034653693.1_5288
OG0005315	lcl|NT_033778.4_cds_NP_610610.1_12903	lcl|NW_020825289.1_cds_XP_002017676.1_7823	lcl|NC_046680.1_cds_XP_001361738.1_10585	lcl|NC_045950.1_cds_XP_002033293.1_5487	lcl|NC_052521.2_cds_XP_002080950.1_6156	lcl|NC_048531.1_cds_XP_034653697.1_5289
OG0005316	lcl|NT_033778.4_cds_NP_610611.1_12904	lcl|NW_020825289.1_cds_XP_002017677.1_7822	lcl|NC_046680.1_cds_XP_001361737.2_10584	lcl|NC_045950.1_cds_XP_002033294.1_5488	lcl|NC_052521.2_cds_XP_002080951.1_6157	lcl|NC_048531.1_cds_XP_034653692.1_5290
OG0005317	lcl|NT_033778.4_cds_NP_610612.1_12905	lcl|NW_020825289.1_cds_XP_002017678.1_7821	lcl|NC_046680.1_cds_XP_001361736.1_10583	lcl|NC_045950.1_cds_XP_002033295.1_5489	lcl|NC_052521.2_cds_XP_016026948.1_6158	lcl|NC_048531.1_cds_XP_034653695.1_5291
OG0005318	lcl|NT_033778.4_cds_NP_610613.1_12906	lcl|NW_020825289.1_cds_XP_026841340.1_7819	lcl|NC_046680.1_cds_XP_001361735.1_10582	lcl|NC_045950.1_cds_XP_002033296.1_5490	lcl|NC_052521.2_cds_XP_016026949.1_6159	lcl|NC_048531.1_cds_XP_034651046.1_5293
OG0005319	lcl|NT_033778.4_cds_NP_610614.1_12908	lcl|NW_020825289.1_cds_XP_002017680.1_7818	lcl|NC_046680.1_cds_XP_001361734.2_10581	lcl|NC_045950.1_cds_XP_002033297.1_5491	lcl|NC_052521.2_cds_XP_016026952.1_6160	lcl|NC_048531.1_cds_XP_034651045.1_5294
OG0005320	lcl|NT_033778.4_cds_NP_652014.1_12910	lcl|NW_020825289.1_cds_XP_026841086.1_7817	lcl|NC_046680.1_cds_XP_001361733.1_10580	lcl|NC_045950.1_cds_XP_002033298.1_5492	lcl|NC_052521.2_cds_XP_002080955.1_6162	lcl|NC_048531.1_cds_XP_034650495.1_5295
OG0005321	lcl|NT_033778.4_cds_NP_610615.1_12912	lcl|NW_020825289.1_cds_XP_002017682.1_7816	lcl|NC_046680.1_cds_XP_001361732.3_10579	lcl|NC_045950.1_cds_XP_002033299.1_5493	lcl|NC_052521.2_cds_XP_016026953.2_6163	lcl|NC_048531.1_cds_XP_034650497.1_5296
OG0005322	lcl|NT_033778.4_cds_NP_610617.1_12914	lcl|NW_020825289.1_cds_XP_002017683.1_7815	lcl|NC_046680.1_cds_XP_001361731.1_10578	lcl|NC_045950.1_cds_XP_002033300.1_5494	lcl|NC_052521.2_cds_XP_002080958.1_6164	lcl|NC_048531.1_cds_XP_034650496.1_5298
OG0005323	lcl|NT_033778.4_cds_NP_610618.1_12915	lcl|NW_020825289.1_cds_XP_026841888.1_7814	lcl|NC_046680.1_cds_XP_001361730.2_10577	lcl|NC_045950.1_cds_XP_002033301.1_5495	lcl|NC_052521.2_cds_XP_016026954.1_6165	lcl|NC_048531.1_cds_XP_034650486.1_5299
OG0005324	lcl|NT_033778.4_cds_NP_610619.2_12919	lcl|NW_020825289.1_cds_XP_026841889.1_7808	lcl|NC_046680.1_cds_XP_033234877.1_10570	lcl|NC_045950.1_cds_XP_032572976.1_5501	lcl|NC_052521.2_cds_XP_039147253.1_6171	lcl|NC_048531.1_cds_XP_034650487.1_5305
OG0005325	lcl|NT_033778.4_cds_NP_610620.1_12921	lcl|NW_020825289.1_cds_XP_002017685.1_7807	lcl|NC_046680.1_cds_XP_001361728.3_10569	lcl|NC_045950.1_cds_XP_002033303.1_5502	lcl|NC_052521.2_cds_XP_002080961.1_6173	lcl|NC_048531.1_cds_XP_034652458.1_5307
OG0005326	lcl|NT_033778.4_cds_NP_001097262.1_12926	lcl|NW_020825289.1_cds_XP_026842816.1_6525	lcl|NC_046680.1_cds_XP_001361370.4_9717	lcl|NC_045950.1_cds_XP_032572699.1_5503	lcl|NC_052521.2_cds_XP_039147981.1_6175	lcl|NC_048531.1_cds_XP_034650690.1_4260
OG0005327	lcl|NT_033778.4_cds_NP_724982.1_12930	lcl|NW_020825289.1_cds_XP_002027146.1_6523	lcl|NC_046680.1_cds_XP_033233240.1_9723	lcl|NC_045950.1_cds_XP_002033306.1_5507	lcl|NC_052521.2_cds_XP_016026967.1_6181	lcl|NC_048531.1_cds_XP_034650916.1_4263
OG0005328	lcl|NT_033778.4_cds_NP_610623.1_12931	lcl|NW_020825289.1_cds_XP_002027147.1_6522	lcl|NC_046680.1_cds_XP_001361372.2_9724	lcl|NC_045950.1_cds_XP_002033307.1_5508	lcl|NC_052521.2_cds_XP_002080964.2_6182	lcl|NC_048531.1_cds_XP_034651389.1_4264
OG0005329	lcl|NT_033778.4_cds_NP_476957.1_12932	lcl|NW_020825289.1_cds_XP_026841850.1_6521	lcl|NC_046680.1_cds_XP_001361373.4_9725	lcl|NC_045950.1_cds_XP_002033308.1_5509	lcl|NC_052521.2_cds_XP_002080965.2_6183	lcl|NC_048531.1_cds_XP_034651388.1_4265
OG0005330	lcl|NT_033778.4_cds_NP_001027403.2_12933	lcl|NW_020825289.1_cds_XP_002027149.1_6520	lcl|NC_046680.1_cds_XP_033234100.1_9726	lcl|NC_045950.1_cds_XP_032571330.1_5510	lcl|NC_052521.2_cds_XP_016026969.1_6184	lcl|NC_048531.1_cds_XP_034654720.1_4266
OG0005331	lcl|NT_033778.4_cds_NP_001027401.1_12935	lcl|NW_020825289.1_cds_XP_002027150.1_6519	lcl|NC_046680.1_cds_XP_001361375.2_9728	lcl|NC_045950.1_cds_XP_002033310.1_5513	lcl|NC_052521.2_cds_XP_016026971.1_6188	lcl|NC_048531.1_cds_XP_034654729.1_4269
OG0005332	lcl|NT_033778.4_cds_NP_610625.1_12937	lcl|NW_020825289.1_cds_XP_002027151.1_6518	lcl|NC_046680.1_cds_XP_002138692.2_9729	lcl|NC_045950.1_cds_XP_002033311.1_5514	lcl|NC_052521.2_cds_XP_016026972.1_6189	lcl|NC_048531.1_cds_XP_034654736.1_4270
OG0005333	lcl|NT_033778.4_cds_NP_477207.1_12941	lcl|NW_020825289.1_cds_XP_002017840.1_7606	lcl|NC_046680.1_cds_XP_001360937.3_8610	lcl|NC_045950.1_cds_XP_032570102.1_5517	lcl|NC_052521.2_cds_XP_002076281.2_6193	lcl|NC_048531.1_cds_XP_034650762.1_6464
OG0005334	lcl|NT_033778.4_cds_NP_610628.2_12943	lcl|NW_020825289.1_cds_XP_002017841.1_7605	lcl|NC_046680.1_cds_XP_001360936.3_8611	lcl|NC_045950.1_cds_XP_002033314.1_5518	lcl|NC_052521.2_cds_XP_016026974.1_6194	lcl|NC_048531.1_cds_XP_034650751.1_6463
OG0005335	lcl|NT_033778.4_cds_NP_610629.1_12944	lcl|NW_020825289.1_cds_XP_026842225.1_7604	lcl|NC_046680.1_cds_XP_001360938.2_8612	lcl|NC_045950.1_cds_XP_002033315.1_5519	lcl|NC_052521.2_cds_XP_002076286.1_6195	lcl|NC_048531.1_cds_XP_034650766.1_6462
OG0005336	lcl|NT_033778.4_cds_NP_610631.1_12948	lcl|NW_020825289.1_cds_XP_026842073.1_8435	lcl|NC_046680.1_cds_XP_015040764.1_11307	lcl|NC_045950.1_cds_XP_002033317.1_5521	lcl|NC_052521.2_cds_XP_002076284.1_6197	lcl|NC_048531.1_cds_XP_034650875.1_6714
OG0005337	lcl|NT_033778.4_cds_NP_610632.1_12950	lcl|NW_020825289.1_cds_XP_026842540.1_8434	lcl|NC_046680.1_cds_XP_001362019.2_11305	lcl|NC_045950.1_cds_XP_002033318.1_5522	lcl|NC_052521.2_cds_XP_002080969.1_6202	lcl|NC_048531.1_cds_XP_034650878.1_6716
OG0005338	lcl|NT_033778.4_cds_NP_001260879.1_12955	lcl|NW_020825289.1_cds_XP_026842484.1_8430	lcl|NC_046680.1_cds_XP_033233715.1_11301	lcl|NC_045950.1_cds_XP_032570057.1_5524	lcl|NC_052521.2_cds_XP_016026981.1_6204	lcl|NC_048531.1_cds_XP_034651237.1_6719
OG0005339	lcl|NT_033778.4_cds_NP_610636.1_12962	lcl|NW_020825289.1_cds_XP_002026402.1_8428	lcl|NC_046680.1_cds_XP_001362016.1_11299	lcl|NC_045950.1_cds_XP_002033326.1_5529	lcl|NC_052521.2_cds_XP_002080976.2_6208	lcl|NC_048531.1_cds_XP_034651823.1_6722
OG0005340	lcl|NT_033778.4_cds_NP_610637.1_12964	lcl|NW_020825289.1_cds_XP_002026401.1_8427	lcl|NC_046680.1_cds_XP_033234683.1_11297	lcl|NC_045950.1_cds_XP_032570261.1_5530	lcl|NC_052521.2_cds_XP_039147400.1_6210	lcl|NC_048531.1_cds_XP_034651825.1_6724
OG0005341	lcl|NT_033778.4_cds_NP_610638.1_12967	lcl|NW_020825289.1_cds_XP_002026400.1_8426	lcl|NC_046680.1_cds_XP_001362014.2_11296	lcl|NC_045950.1_cds_XP_002033328.1_5532	lcl|NC_052521.2_cds_XP_016026986.1_6212	lcl|NC_048531.1_cds_XP_034650020.1_6726
OG0005342	lcl|NT_033778.4_cds_NP_610639.1_12968	lcl|NW_020825289.1_cds_XP_002026399.1_8425	lcl|NC_046680.1_cds_XP_001362013.2_11295	lcl|NC_045950.1_cds_XP_002033329.1_5533	lcl|NC_052521.2_cds_XP_002080979.1_6213	lcl|NC_048531.1_cds_XP_034651822.1_6727
OG0005343	lcl|NT_033778.4_cds_NP_652388.1_12969	lcl|NW_020825289.1_cds_XP_002026398.1_8424	lcl|NC_046680.1_cds_XP_033234685.1_11294	lcl|NC_045950.1_cds_XP_032570262.1_5534	lcl|NC_052521.2_cds_XP_002080980.1_6214	lcl|NC_048531.1_cds_XP_034651828.1_6728
OG0005344	lcl|NT_033778.4_cds_NP_001260883.1_12970	lcl|NW_020825289.1_cds_XP_026841734.1_8423	lcl|NC_046680.1_cds_XP_033234682.1_11293	lcl|NC_045950.1_cds_XP_032573034.1_5535	lcl|NC_052521.2_cds_XP_039148228.1_6215	lcl|NC_048531.1_cds_XP_034652944.1_6729
OG0005345	lcl|NT_033778.4_cds_NP_001260884.1_12977	lcl|NW_020825289.1_cds_XP_002026396.1_8422	lcl|NC_046680.1_cds_XP_001362011.2_11291	lcl|NC_045950.1_cds_XP_032572272.1_5538	lcl|NC_052521.2_cds_XP_002080982.1_6219	lcl|NC_048531.1_cds_XP_034652955.1_6730
OG0005346	lcl|NT_033778.4_cds_NP_995816.1_12981	lcl|NW_020825289.1_cds_XP_002026395.1_8421	lcl|NC_046680.1_cds_XP_002139000.1_11289	lcl|NC_045950.1_cds_XP_002033332.2_5539	lcl|NC_052521.2_cds_XP_002080983.2_6220	lcl|NC_048531.1_cds_XP_034652953.1_6731
OG0005347	lcl|NT_033778.4_cds_NP_001286308.1_12983	lcl|NW_020825289.1_cds_XP_002026394.1_8420	lcl|NC_046680.1_cds_XP_001362010.2_11288	lcl|NC_045950.1_cds_XP_002033333.1_5541	lcl|NC_052521.2_cds_XP_016026992.1_6222	lcl|NC_048531.1_cds_XP_034652951.1_6733
OG0005348	lcl|NT_033778.4_cds_NP_610642.2_12988	lcl|NW_020825289.1_cds_XP_002026393.1_8416	lcl|NC_046680.1_cds_XP_001362009.3_11284	lcl|NC_045950.1_cds_XP_002033334.1_5545	lcl|NC_052521.2_cds_XP_016026996.1_6227	lcl|NC_048531.1_cds_XP_034652946.1_6738
OG0005349	lcl|NT_033778.4_cds_NP_610644.1_12989	lcl|NW_020825289.1_cds_XP_002018446.1_6799	lcl|NC_046680.1_cds_XP_033234853.1_9381	lcl|NC_045950.1_cds_XP_002033335.1_5546	lcl|NC_052521.2_cds_XP_002080986.1_6228	lcl|NC_048531.1_cds_XP_034650889.1_5827
OG0005350	lcl|NT_033778.4_cds_NP_610645.1_12990	lcl|NW_020825289.1_cds_XP_002018447.1_6798	lcl|NC_046680.1_cds_XP_002138630.2_9382	lcl|NC_045950.1_cds_XP_002033336.1_5547	lcl|NC_052521.2_cds_XP_002080987.1_6229	lcl|NC_048531.1_cds_XP_034650890.1_5828
OG0005351	lcl|NT_033778.4_cds_NP_610646.1_12991	lcl|NW_020825289.1_cds_XP_002018448.1_6797	lcl|NC_046680.1_cds_XP_002138631.3_9383	lcl|NC_045950.1_cds_XP_002033337.1_5548	lcl|NC_052521.2_cds_XP_002080988.1_6230	lcl|NC_048531.1_cds_XP_034651954.1_5829
OG0005352	lcl|NT_033778.4_cds_NP_001097265.1_12992	lcl|NW_020825289.1_cds_XP_002018449.1_6796	lcl|NC_046680.1_cds_XP_002138632.2_9384	lcl|NC_045950.1_cds_XP_002033338.1_5549	lcl|NC_052521.2_cds_XP_002080989.1_6231	lcl|NC_048531.1_cds_XP_034654980.1_5830
OG0005353	lcl|NT_033778.4_cds_NP_610647.1_12993	lcl|NW_020825289.1_cds_XP_026842787.1_6795	lcl|NC_046680.1_cds_XP_004444279.1_9385	lcl|NC_045950.1_cds_XP_002033339.1_5550	lcl|NC_052521.2_cds_XP_002080990.1_6232	lcl|NC_048531.1_cds_XP_034651414.1_5831
OG0005354	lcl|NT_033778.4_cds_NP_001097266.1_12994	lcl|NW_020825289.1_cds_XP_026840769.1_6794	lcl|NC_046680.1_cds_XP_033234854.1_9386	lcl|NC_045950.1_cds_XP_002033340.1_5551	lcl|NC_052521.2_cds_XP_002080991.1_6233	lcl|NC_048531.1_cds_XP_034651415.1_5832
OG0005355	lcl|NT_033778.4_cds_NP_610648.1_12995	lcl|NW_020825289.1_cds_XP_026842755.1_6793	lcl|NC_046680.1_cds_XP_033234852.1_9387	lcl|NC_045950.1_cds_XP_002033341.2_5552	lcl|NC_052521.2_cds_XP_002080992.1_6234	lcl|NC_048531.1_cds_XP_034651435.1_5833
OG0005356	lcl|NT_033778.4_cds_NP_610649.1_12996	lcl|NW_020825289.1_cds_XP_002018453.1_6792	lcl|NC_046680.1_cds_XP_001361242.1_9388	lcl|NC_045950.1_cds_XP_002033342.1_5553	lcl|NC_052521.2_cds_XP_002080993.1_6235	lcl|NC_048531.1_cds_XP_034651756.1_5834
OG0005357	lcl|NT_033778.4_cds_NP_610650.1_12997	lcl|NW_020825289.1_cds_XP_002018454.1_6791	lcl|NC_046680.1_cds_XP_001361243.3_9389	lcl|NC_045950.1_cds_XP_002033343.1_5554	lcl|NC_052521.2_cds_XP_002080994.1_6236	lcl|NC_048531.1_cds_XP_034651755.1_5835
OG0005358	lcl|NT_033778.4_cds_NP_610651.1_12998	lcl|NW_020825289.1_cds_XP_002018455.1_6790	lcl|NC_046680.1_cds_XP_002138634.2_9390	lcl|NC_045950.1_cds_XP_032571796.1_5555	lcl|NC_052521.2_cds_XP_016026997.2_6237	lcl|NC_048531.1_cds_XP_034651729.1_5836
OG0005359	lcl|NT_033778.4_cds_NP_001097267.1_12999	lcl|NW_020825289.1_cds_XP_002018456.2_6789	lcl|NC_046680.1_cds_XP_002138635.3_9391	lcl|NC_045950.1_cds_XP_002033345.1_5558	lcl|NC_052521.2_cds_XP_016026998.1_6238	lcl|NC_048531.1_cds_XP_034651768.1_5837
OG0005360	lcl|NT_033778.4_cds_NP_001097269.1_13000	lcl|NW_020825289.1_cds_XP_002018458.1_6787	lcl|NC_046680.1_cds_XP_002138638.2_9393	lcl|NC_045950.1_cds_XP_002033347.1_5560	lcl|NC_052521.2_cds_XP_002080997.2_6240	lcl|NC_048531.1_cds_XP_034651764.1_5839
OG0005361	lcl|NT_033778.4_cds_NP_523689.1_13002	lcl|NW_020825289.1_cds_XP_002018459.1_6786	lcl|NC_046680.1_cds_XP_001361244.3_9394	lcl|NC_045950.1_cds_XP_002033349.1_5562	lcl|NC_052521.2_cds_XP_016027000.1_6242	lcl|NC_048531.1_cds_XP_034651701.1_5840
OG0005362	lcl|NT_033778.4_cds_NP_610654.1_13003	lcl|NW_020825289.1_cds_XP_002018460.1_6785	lcl|NC_046680.1_cds_XP_001361245.2_9395	lcl|NC_045950.1_cds_XP_032571856.1_5563	lcl|NC_052521.2_cds_XP_016027001.1_6243	lcl|NC_048531.1_cds_XP_034651753.1_5841
OG0005363	lcl|NT_033778.4_cds_NP_610655.1_13004	lcl|NW_020825289.1_cds_XP_026842190.1_6784	lcl|NC_046680.1_cds_XP_001361246.2_9396	lcl|NC_045950.1_cds_XP_002033351.1_5564	lcl|NC_052521.2_cds_XP_002081000.1_6244	lcl|NC_048531.1_cds_XP_034651714.1_5842
OG0005364	lcl|NT_033778.4_cds_NP_610656.1_13005	lcl|NW_020825289.1_cds_XP_002018462.1_6783	lcl|NC_046680.1_cds_XP_001361248.3_9397	lcl|NC_045950.1_cds_XP_002033352.1_5565	lcl|NC_052521.2_cds_XP_002081001.1_6245	lcl|NC_048531.1_cds_XP_034651679.1_5846
OG0005365	lcl|NT_033778.4_cds_NP_610657.1_13006	lcl|NW_020825289.1_cds_XP_002018463.1_6782	lcl|NC_046680.1_cds_XP_001361250.2_9399	lcl|NC_045950.1_cds_XP_002033353.1_5566	lcl|NC_052521.2_cds_XP_002081002.3_6248	lcl|NC_048531.1_cds_XP_034651739.1_5847
OG0005366	lcl|NT_033778.4_cds_NP_610658.1_13007	lcl|NW_020825289.1_cds_XP_002018464.2_6781	lcl|NC_046680.1_cds_XP_033233473.1_9400	lcl|NC_045950.1_cds_XP_002033354.1_5567	lcl|NC_052521.2_cds_XP_002081003.1_6249	lcl|NC_048531.1_cds_XP_034651762.1_5848
OG0005367	lcl|NT_033778.4_cds_NP_610659.1_13008	lcl|NW_020825289.1_cds_XP_002018465.1_6780	lcl|NC_046680.1_cds_XP_001361247.3_9401	lcl|NC_045950.1_cds_XP_002033355.1_5568	lcl|NC_052521.2_cds_XP_002081004.1_6250	lcl|NC_048531.1_cds_XP_034651704.1_5849
OG0005368	lcl|NT_033778.4_cds_NP_610661.1_13013	lcl|NW_020825289.1_cds_XP_002018468.1_6759	lcl|NC_046680.1_cds_XP_001361252.2_9415	lcl|NC_045950.1_cds_XP_002033359.1_5572	lcl|NC_052521.2_cds_XP_002081009.1_6258	lcl|NC_048531.1_cds_XP_034651757.1_5856
OG0005369	lcl|NT_033778.4_cds_NP_610662.1_13014	lcl|NW_020825289.1_cds_XP_002018469.1_6757	lcl|NC_046680.1_cds_XP_001361253.2_9416	lcl|NC_045950.1_cds_XP_002033360.1_5573	lcl|NC_052521.2_cds_XP_002081010.1_6259	lcl|NC_048531.1_cds_XP_034651752.1_5857
OG0005370	lcl|NT_033778.4_cds_NP_524986.1_13015	lcl|NW_020825289.1_cds_XP_002018470.1_6756	lcl|NC_046680.1_cds_XP_001361254.2_9418	lcl|NC_045950.1_cds_XP_002033361.1_5574	lcl|NC_052521.2_cds_XP_016027005.1_6260	lcl|NC_048531.1_cds_XP_034651740.1_5858
OG0005371	lcl|NT_033778.4_cds_NP_001260886.1_13017	lcl|NW_020825289.1_cds_XP_002018471.1_6755	lcl|NC_046680.1_cds_XP_001361255.2_9419	lcl|NC_045950.1_cds_XP_002033362.1_5575	lcl|NC_052521.2_cds_XP_016027007.1_6261	lcl|NC_048531.1_cds_XP_034651653.1_5859
OG0005372	lcl|NT_033778.4_cds_NP_610664.1_13019	lcl|NW_020825289.1_cds_XP_002018472.1_6754	lcl|NC_046680.1_cds_XP_001361256.2_9421	lcl|NC_045950.1_cds_XP_002033363.1_5576	lcl|NC_052521.2_cds_XP_002081013.1_6263	lcl|NC_048531.1_cds_XP_034651743.1_5860
OG0005373	lcl|NT_033778.4_cds_NP_610665.2_13021	lcl|NW_020825289.1_cds_XP_002018473.1_6753	lcl|NC_046680.1_cds_XP_001361257.2_9422	lcl|NC_045950.1_cds_XP_032571284.1_5577	lcl|NC_052521.2_cds_XP_016027008.1_6264	lcl|NC_048531.1_cds_XP_034651641.1_5861
OG0005374	lcl|NT_033778.4_cds_NP_610666.1_13024	lcl|NW_020825289.1_cds_XP_002018474.1_6752	lcl|NC_046680.1_cds_XP_001361258.2_9424	lcl|NC_045950.1_cds_XP_002033365.1_5579	lcl|NC_052521.2_cds_XP_002081015.1_6267	lcl|NC_048531.1_cds_XP_034651711.1_5862
OG0005375	lcl|NT_033778.4_cds_NP_477150.1_13025	lcl|NW_020825289.1_cds_XP_026840723.1_6750	lcl|NC_046680.1_cds_XP_001361260.2_9425	lcl|NC_045950.1_cds_XP_002033366.1_5580	lcl|NC_052521.2_cds_XP_016027009.1_6268	lcl|NC_048531.1_cds_XP_034651683.1_5863
OG0005376	lcl|NT_033778.4_cds_NP_725023.1_13026	lcl|NW_020825289.1_cds_XP_002018476.1_6751	lcl|NC_046680.1_cds_XP_002138640.3_9426	lcl|NC_045950.1_cds_XP_002033367.1_5581	lcl|NC_052521.2_cds_XP_002081017.1_6269	lcl|NC_048531.1_cds_XP_034651771.1_5865
OG0005377	lcl|NT_033778.4_cds_NP_652387.1_13028	lcl|NW_020825289.1_cds_XP_002018477.1_6749	lcl|NC_046680.1_cds_XP_001361259.2_9427	lcl|NC_045950.1_cds_XP_002033368.1_5582	lcl|NC_052521.2_cds_XP_002081018.1_6270	lcl|NC_048531.1_cds_XP_034651766.1_5866
OG0005378	lcl|NT_033778.4_cds_NP_001137644.1_13034	lcl|NW_020825289.1_cds_XP_026842437.1_6746	lcl|NC_046680.1_cds_XP_001361262.3_9429	lcl|NC_045950.1_cds_XP_032571287.1_5584	lcl|NC_052521.2_cds_XP_016027011.1_6272	lcl|NC_048531.1_cds_XP_034651748.1_5868
OG0005379	lcl|NT_033778.4_cds_NP_610669.1_13035	lcl|NW_020825289.1_cds_XP_026842469.1_7726	lcl|NC_046680.1_cds_XP_001361555.2_10196	lcl|NC_045950.1_cds_XP_002033372.1_5588	lcl|NC_052521.2_cds_XP_002081022.2_6274	lcl|NC_048531.1_cds_XP_034650772.1_6704
OG0005380	lcl|NT_033778.4_cds_NP_610670.2_13036	lcl|NW_020825289.1_cds_XP_026840802.1_7727	lcl|NC_046680.1_cds_XP_015040448.2_10197	lcl|NC_045950.1_cds_XP_002033373.2_5589	lcl|NC_052521.2_cds_XP_002081023.1_6275	lcl|NC_048531.1_cds_XP_034650131.1_6703
OG0005381	lcl|NT_033778.4_cds_NP_477380.1_13039	lcl|NW_020825289.1_cds_XP_002017755.1_7728	lcl|NC_046680.1_cds_XP_001361556.2_10199	lcl|NC_045950.1_cds_XP_002033374.1_5590	lcl|NC_052521.2_cds_XP_016027013.1_6276	lcl|NC_048531.1_cds_XP_034650133.1_6702
OG0005382	lcl|NT_033778.4_cds_NP_610671.1_13040	lcl|NW_020825289.1_cds_XP_002017754.1_7729	lcl|NC_046680.1_cds_XP_001361557.3_10200	lcl|NC_045950.1_cds_XP_002033375.1_5591	lcl|NC_052521.2_cds_XP_002081025.1_6277	lcl|NC_048531.1_cds_XP_034650132.1_6701
OG0005383	lcl|NT_033778.4_cds_NP_524831.2_13044	lcl|NW_020825289.1_cds_XP_026840801.1_7730	lcl|NC_046680.1_cds_XP_033233562.1_10204	lcl|NC_045950.1_cds_XP_032571282.1_5593	lcl|NC_052521.2_cds_XP_016027015.1_6278	lcl|NC_048531.1_cds_XP_034650126.1_6696
OG0005384	lcl|NT_033778.4_cds_NP_001246264.1_13046	lcl|NW_020825289.1_cds_XP_026840803.1_7731	lcl|NC_046680.1_cds_XP_033233566.1_10205	lcl|NC_045950.1_cds_XP_032571291.1_5594	lcl|NC_052521.2_cds_XP_039148293.1_6279	lcl|NC_048531.1_cds_XP_034654619.1_6700
OG0005385	lcl|NT_033778.4_cds_NP_001137645.1_13049	lcl|NW_020825289.1_cds_XP_026841178.1_7733	lcl|NC_046680.1_cds_XP_033234238.1_10207	lcl|NC_045950.1_cds_XP_002033378.2_5597	lcl|NC_052521.2_cds_XP_016027018.1_6281	lcl|NC_048531.1_cds_XP_034650180.1_6694
